year,,year,title,artist,id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
2000,1222,2000,Didn't Leave Nobody But The Baby,Various Artists,7ESCrKC98mNhYZY9AenRMQ,0.105,0.114,52.946000000000005,0.0454,0.951,0.0,4,0.653,10,117800,-16.511,0.231,0
2000,1375,2000,The Time Of The Turning,Peter Gabriel,0xMNlltxdjkBqO6kuNaBVb,0.363,0.13699999999999998,93.81700000000001,0.0328,0.467,0.00108,4,0.561,2,305853,-17.199,0.252,0
2000,1203,2000,Ying Yang in This Thang (feat. the Hood Ratz),Ying Yang Twins,3GG3SOq9qoLJFZ7zCb2QdF,0.653,0.0792,102.001,0.0434,0.000325,0.0,4,0.835,11,284387,-7.461,0.275,1
2000,1307,2000,A Song for Our Fathers - Remastered,Explosions In The Sky,1wbr5b04EjtuekVF3DTFlc,0.579,0.12,164.24900000000002,0.0435,0.647,0.903,4,0.348,11,344147,-11.219000000000001,0.21,0
2000,1236,2000,Music Is My Radar,Blur,6vAyorp6mmYW6CjgsCtL03,0.778,0.0517,121.911,0.0449,0.0309,0.474,4,0.6890000000000001,9,329093,-8.952,0.8490000000000001,1
2000,1070,2000,Sister Christian,Night Ranger,2eTAQgPEj94IKzBfKFnESm,0.562,0.128,177.579,0.0384,0.10800000000000001,6.25e-06,4,0.431,5,302667,-8.552999999999999,0.256,1
2000,1235,2000,Charmless Man,Blur,1lYOlG9ZNtz5p3eSgnMn0Z,0.892,0.0538,116.6,0.0426,0.0059700000000000005,0.0,4,0.524,9,213600,-6.0920000000000005,0.789,1
2000,1345,2000,King Kill 33,Marilyn Manson,4tiwGr2R5zrrHSZK2dtrxR,0.975,0.267,108.056,0.18600000000000003,0.0626,0.0,4,0.42200000000000004,8,138333,-5.209,0.0368,1
2000,1213,2000,The Hell That Is My Life,zebrahead,4bxuegN9AJbYkonApwoPju,0.9470000000000001,0.156,168.24099999999999,0.11800000000000001,0.00103,5.629999999999999e-05,4,0.457,4,240200,-6.5729999999999995,0.23,1
2000,1425,2000,As I Wind Down The Pines,The Tragically Hip,4XIZF3a9yonm6FCpvW1BYU,0.337,0.0939,118.90700000000001,0.028999999999999998,0.7659999999999999,0.0103,4,0.628,4,154440,-13.789000000000001,0.19699999999999998,1
2000,1087,2000,I Can't Move,Everlast,4LCvTOIlFCAUlr5jV1LfKd,0.7290000000000001,0.0888,89.99,0.0278,0.00233,0.507,4,0.652,9,205733,-5.084,0.943,1
2000,1278,2000,J'ai fait tout,Emmylou Harris,6JFF2IfCnNodcEDtKNQq1Q,0.645,0.0908,106.70200000000001,0.0633,0.49700000000000005,0.0109,4,0.544,9,329733,-9.808,0.23,0
2000,1325,2000,The Sweetest Gift,Sade,5hJ4a9b026ar6tkYzFL6j3,0.0904,0.105,120.62700000000001,0.04,0.9109999999999999,0.000633,3,0.6859999999999999,0,138827,-18.349,0.28300000000000003,1
2000,1408,2000,Home on the Strange,Geddy Lee,56xGQnjF6P61h3BKadyEOh,0.945,0.0987,109.867,0.0363,0.000308,0.0111,4,0.513,7,226395,-6.978,0.5710000000000001,1
2000,1399,2000,Kick out the Jams,Rage Against The Machine,2rqrgNkiWg072vbo81h02j,0.937,0.799,116.42,0.0623,0.00042199999999999996,2.35e-05,4,0.44,2,190693,-2.418,0.498,1
2000,1081,2000,Out Of My Depth,Everclear,5KMBTkXEFQq3LlP74EiqQ7,0.955,0.151,101.552,0.0657,0.000252,0.007559999999999999,4,0.431,11,211973,-4.894,0.365,1
2000,1247,2000,Wait and Understand,Carol Banawa,1B32ONXOLQzskYTMNiw7Eb,0.18100000000000002,0.11199999999999999,82.11200000000001,0.0283,0.892,0.00045599999999999997,4,0.442,5,232519,-10.588,0.268,1
2000,1268,2000,"Live Fast, Love Hard, Die Young",Faron Young,3mfvV22EDpvFpq4uEmSVA9,0.5670000000000001,0.0648,162.556,0.038,0.6609999999999999,0.0,4,0.583,4,138960,-9.705,0.9570000000000001,1
2000,1078,2000,Love Is the Rage,Erasure,0jCL71fq0vjcOhp0cb8vIo,0.486,0.35100000000000003,160.175,0.0312,0.00863,0.0273,4,0.489,0,250373,-11.934000000000001,0.19399999999999998,1
2000,1109,2000,My Ain Folk,Highland Music Ensemble,4es1OQirtbLeQHJgHZAnod,0.10099999999999999,0.114,83.426,0.0369,0.953,0.266,4,0.17,5,234480,-18.366,0.0567,1
2000,100,2000,Get Your Walk On,Xzibit,1RPhSs2lDYKjDsELKtPvQd,0.74,0.0593,97.855,0.26,0.0562,0.0,4,0.909,1,219840,-2.3609999999999998,0.802,1
2000,1144,2000,Gasoline Dreams (with Khujo Goodie),OutKast,1Jo3u8eXp8xobbrvq0FIi9,0.9590000000000001,0.312,95.08200000000001,0.23399999999999999,0.0378,0.0,4,0.7290000000000001,2,214707,-2.7260000000000004,0.508,1
2000,1057,2000,I Never Has Seen Snow,Audra McDonald,1ajRaz4xD9dsr0EnFXLywO,0.0876,0.314,103.535,0.0366,0.978,1.71e-06,4,0.371,7,254200,-18.692,0.17600000000000002,1
2000,69,2000,Glitter In Their Eyes,Patti Smith,3XGLnUh9XzH1KiAobnpzsv,0.89,0.297,153.808,0.0342,0.00119,0.0,4,0.47700000000000004,9,183293,-5.252999999999999,0.856,0
2000,1259,2000,Crossing Muddy Waters,John Hiatt,3qqgZJRKoi4oRva6eCrCC4,0.488,0.332,100.586,0.0325,0.595,0.04,4,0.628,9,245055,-9.926,0.491,1
2000,1155,2000,Love Is Such a Crazy Thing,P!nk,7eAiYo9m6fanyAwpFG6kYp,0.946,0.0736,97.90299999999999,0.05,0.006790000000000001,2.23e-05,4,0.612,1,313773,-5.699,0.21,1
2000,1382,2000,Sexual Thing,Poison,7E7ElQB5CBoh6fPu08LuIU,0.8959999999999999,0.33799999999999997,118.90299999999999,0.048,0.00156,0.00572,4,0.5770000000000001,6,217973,-4.117,0.618,1
2000,1194,2000,For My Next Trick I'll Need a Volunteer,Warren Zevon,65nNSgyOXiizx7DazILpII,0.616,0.0903,108.32600000000001,0.0262,0.218,3.74e-06,4,0.7240000000000001,8,193600,-5.733,0.5660000000000001,1
2000,97,2000,Truth Doesn't Make A Noise,The White Stripes,2x4TRIJ3dw7ZWFSixYJE9M,0.614,0.0788,78.075,0.0461,0.33299999999999996,8.4e-05,4,0.365,6,194547,-9.092,0.535,1
2000,1064,2000,No More Keeping My Feet on the Ground,Coldplay,7dmCmBBaWAQlCBAkcqMu99,0.8029999999999999,0.109,124.48100000000001,0.0418,0.0791,0.528,5,0.332,11,271173,-5.445,0.195,1
2000,1277,2000,I Don't Wanna Talk About It Now,Emmylou Harris,5EcZzYne0M8vRvEj5MHCYo,0.703,0.0947,146.877,0.032,0.305,0.0196,4,0.5770000000000001,3,285293,-8.727,0.735,1
2000,1128,2000,I Thought She Knew,*NSYNC,0b4u7IhBY61kSmS8wVIPYg,0.27399999999999997,0.14300000000000002,79.138,0.0312,0.915,0.0,3,0.382,0,202333,-9.892000000000001,0.209,1
2000,1210,2000,Mindtrip,Nonpoint,6d2hz7Qr07ymU9WshXvqxj,0.784,0.11199999999999999,178.236,0.0849,2.14e-05,0.621,4,0.22399999999999998,8,244227,-7.43,0.493,1
2000,72,2000,Cuckoo's Nest,Nickel Creek,79QOptRQIPEAUynI4LeeHR,0.6729999999999999,0.18,118.794,0.0401,0.883,0.893,4,0.508,7,139667,-8.038,0.96,1
2000,1192,2000,I'd Do It All Over Again,The Happy Goodmans,1clZsKl2uaeSeHS06k4Ozu,0.298,0.774,133.967,0.0369,0.345,0.0001,3,0.319,8,301467,-12.6,0.242,1
