,penalties,loss,alpha,rate,eta0,accuracy
13944,l2,huber,0.049100000000000005,optimal,0.04,48.74
13945,l2,huber,0.049100000000000005,optimal,0.05,48.74
13946,l2,huber,0.049100000000000005,optimal,0.060000000000000005,48.74
13947,l2,huber,0.049100000000000005,optimal,0.06999999999999999,48.74
13948,l2,huber,0.049100000000000005,optimal,0.08,48.74
13949,l2,huber,0.049100000000000005,optimal,0.09,48.74
13950,l2,huber,0.050100000000000006,optimal,0.01,48.74
13951,l2,huber,0.050100000000000006,optimal,0.02,48.74
13952,l2,huber,0.050100000000000006,optimal,0.03,48.74
13953,l2,huber,0.050100000000000006,optimal,0.04,48.74
13954,l2,huber,0.050100000000000006,optimal,0.05,48.74
13955,l2,huber,0.050100000000000006,optimal,0.060000000000000005,48.74
13956,l2,huber,0.050100000000000006,optimal,0.06999999999999999,48.74
13957,l2,huber,0.050100000000000006,optimal,0.08,48.74
13958,l2,huber,0.050100000000000006,optimal,0.09,48.74
13959,l2,huber,0.051100000000000007,optimal,0.01,48.74
13987,l2,huber,0.0541,optimal,0.02,48.74
14163,l2,huber,0.0731,optimal,0.06999999999999999,48.74
13988,l2,huber,0.0541,optimal,0.03,48.74
13989,l2,huber,0.0541,optimal,0.04,48.74
14034,l2,huber,0.05910000000000001,optimal,0.04,48.74
14035,l2,huber,0.05910000000000001,optimal,0.05,48.74
14036,l2,huber,0.05910000000000001,optimal,0.060000000000000005,48.74
14037,l2,huber,0.05910000000000001,optimal,0.06999999999999999,48.74
14038,l2,huber,0.05910000000000001,optimal,0.08,48.74
14039,l2,huber,0.05910000000000001,optimal,0.09,48.74
14040,l2,huber,0.0601,optimal,0.01,48.74
14041,l2,huber,0.0601,optimal,0.02,48.74
14042,l2,huber,0.0601,optimal,0.03,48.74
14043,l2,huber,0.0601,optimal,0.04,48.74
14044,l2,huber,0.0601,optimal,0.05,48.74
14045,l2,huber,0.0601,optimal,0.060000000000000005,48.74
14046,l2,huber,0.0601,optimal,0.06999999999999999,48.74
14047,l2,huber,0.0601,optimal,0.08,48.74
14048,l2,huber,0.0601,optimal,0.09,48.74
14049,l2,huber,0.0611,optimal,0.01,48.74
14050,l2,huber,0.0611,optimal,0.02,48.74
14051,l2,huber,0.0611,optimal,0.03,48.74
14052,l2,huber,0.0611,optimal,0.04,48.74
14053,l2,huber,0.0611,optimal,0.05,48.74
14054,l2,huber,0.0611,optimal,0.060000000000000005,48.74
14055,l2,huber,0.0611,optimal,0.06999999999999999,48.74
14056,l2,huber,0.0611,optimal,0.08,48.74
14033,l2,huber,0.05910000000000001,optimal,0.03,48.74
14032,l2,huber,0.05910000000000001,optimal,0.02,48.74
14031,l2,huber,0.05910000000000001,optimal,0.01,48.74
14018,l2,huber,0.057100000000000005,optimal,0.060000000000000005,48.74
13990,l2,huber,0.0541,optimal,0.05,48.74
13991,l2,huber,0.0541,optimal,0.060000000000000005,48.74
13992,l2,huber,0.0541,optimal,0.06999999999999999,48.74
13993,l2,huber,0.0541,optimal,0.08,48.74
13994,l2,huber,0.0541,optimal,0.09,48.74
14013,l2,huber,0.057100000000000005,optimal,0.01,48.74
14014,l2,huber,0.057100000000000005,optimal,0.02,48.74
14015,l2,huber,0.057100000000000005,optimal,0.03,48.74
14016,l2,huber,0.057100000000000005,optimal,0.04,48.74
14017,l2,huber,0.057100000000000005,optimal,0.05,48.74
14019,l2,huber,0.057100000000000005,optimal,0.06999999999999999,48.74
14030,l2,huber,0.058100000000000006,optimal,0.09,48.74
14020,l2,huber,0.057100000000000005,optimal,0.08,48.74
14021,l2,huber,0.057100000000000005,optimal,0.09,48.74
14022,l2,huber,0.058100000000000006,optimal,0.01,48.74
14023,l2,huber,0.058100000000000006,optimal,0.02,48.74
14024,l2,huber,0.058100000000000006,optimal,0.03,48.74
14025,l2,huber,0.058100000000000006,optimal,0.04,48.74
14026,l2,huber,0.058100000000000006,optimal,0.05,48.74
14027,l2,huber,0.058100000000000006,optimal,0.060000000000000005,48.74
14028,l2,huber,0.058100000000000006,optimal,0.06999999999999999,48.74
14029,l2,huber,0.058100000000000006,optimal,0.08,48.74
14162,l2,huber,0.0731,optimal,0.060000000000000005,48.74
14245,l2,huber,0.0821,optimal,0.08,48.74
14164,l2,huber,0.0731,optimal,0.08,48.74
14165,l2,huber,0.0731,optimal,0.09,48.74
22682,elasticnet,epsilon_insensitive,0.0201,optimal,0.060000000000000005,48.74
22681,elasticnet,epsilon_insensitive,0.0201,optimal,0.05,48.74
22680,elasticnet,epsilon_insensitive,0.0201,optimal,0.04,48.74
22679,elasticnet,epsilon_insensitive,0.0201,optimal,0.03,48.74
22678,elasticnet,epsilon_insensitive,0.0201,optimal,0.02,48.74
22677,elasticnet,epsilon_insensitive,0.0201,optimal,0.01,48.74
6309,l1,epsilon_insensitive,0.0011,optimal,0.01,48.74
6310,l1,epsilon_insensitive,0.0011,optimal,0.02,48.74
6311,l1,epsilon_insensitive,0.0011,optimal,0.03,48.74
6312,l1,epsilon_insensitive,0.0011,optimal,0.04,48.74
6313,l1,epsilon_insensitive,0.0011,optimal,0.05,48.74
6314,l1,epsilon_insensitive,0.0011,optimal,0.060000000000000005,48.74
6315,l1,epsilon_insensitive,0.0011,optimal,0.06999999999999999,48.74
6316,l1,epsilon_insensitive,0.0011,optimal,0.08,48.74
6317,l1,epsilon_insensitive,0.0011,optimal,0.09,48.74
22683,elasticnet,epsilon_insensitive,0.0201,optimal,0.06999999999999999,48.74
22684,elasticnet,epsilon_insensitive,0.0201,optimal,0.08,48.74
22685,elasticnet,epsilon_insensitive,0.0201,optimal,0.09,48.74
15399,l2,squared_epsilon_insensitive,0.011099999999999999,optimal,0.01,48.74
15405,l2,squared_epsilon_insensitive,0.011099999999999999,optimal,0.06999999999999999,48.74
15404,l2,squared_epsilon_insensitive,0.011099999999999999,optimal,0.060000000000000005,48.74
15403,l2,squared_epsilon_insensitive,0.011099999999999999,optimal,0.05,48.74
15402,l2,squared_epsilon_insensitive,0.011099999999999999,optimal,0.04,48.74
15401,l2,squared_epsilon_insensitive,0.011099999999999999,optimal,0.03,48.74
15400,l2,squared_epsilon_insensitive,0.011099999999999999,optimal,0.02,48.74
22739,elasticnet,epsilon_insensitive,0.0261,optimal,0.09,48.74
22732,elasticnet,epsilon_insensitive,0.0261,optimal,0.02,48.74
22738,elasticnet,epsilon_insensitive,0.0261,optimal,0.08,48.74
22737,elasticnet,epsilon_insensitive,0.0261,optimal,0.06999999999999999,48.74
22736,elasticnet,epsilon_insensitive,0.0261,optimal,0.060000000000000005,48.74
22735,elasticnet,epsilon_insensitive,0.0261,optimal,0.05,48.74
22734,elasticnet,epsilon_insensitive,0.0261,optimal,0.04,48.74
22733,elasticnet,epsilon_insensitive,0.0261,optimal,0.03,48.74
6336,l1,epsilon_insensitive,0.0041,optimal,0.01,48.74
6337,l1,epsilon_insensitive,0.0041,optimal,0.02,48.74
22505,elasticnet,epsilon_insensitive,0.0001,optimal,0.09,48.74
18073,elasticnet,modified_huber,0.0081,optimal,0.02,48.74
6421,l1,epsilon_insensitive,0.0131,optimal,0.05,48.74
6422,l1,epsilon_insensitive,0.0131,optimal,0.060000000000000005,48.74
6423,l1,epsilon_insensitive,0.0131,optimal,0.06999999999999999,48.74
6424,l1,epsilon_insensitive,0.0131,optimal,0.08,48.74
6425,l1,epsilon_insensitive,0.0131,optimal,0.09,48.74
18072,elasticnet,modified_huber,0.0081,optimal,0.01,48.74
18074,elasticnet,modified_huber,0.0081,optimal,0.03,48.74
6419,l1,epsilon_insensitive,0.0131,optimal,0.03,48.74
18075,elasticnet,modified_huber,0.0081,optimal,0.04,48.74
18076,elasticnet,modified_huber,0.0081,optimal,0.05,48.74
18077,elasticnet,modified_huber,0.0081,optimal,0.060000000000000005,48.74
18078,elasticnet,modified_huber,0.0081,optimal,0.06999999999999999,48.74
15353,l2,squared_epsilon_insensitive,0.0051,optimal,0.09,48.74
15352,l2,squared_epsilon_insensitive,0.0051,optimal,0.08,48.74
6420,l1,epsilon_insensitive,0.0131,optimal,0.04,48.74
6418,l1,epsilon_insensitive,0.0131,optimal,0.02,48.74
22504,elasticnet,epsilon_insensitive,0.0001,optimal,0.08,48.74
22497,elasticnet,epsilon_insensitive,0.0001,optimal,0.01,48.74
22503,elasticnet,epsilon_insensitive,0.0001,optimal,0.06999999999999999,48.74
22502,elasticnet,epsilon_insensitive,0.0001,optimal,0.060000000000000005,48.74
22501,elasticnet,epsilon_insensitive,0.0001,optimal,0.05,48.74
22500,elasticnet,epsilon_insensitive,0.0001,optimal,0.04,48.74
22499,elasticnet,epsilon_insensitive,0.0001,optimal,0.03,48.74
22498,elasticnet,epsilon_insensitive,0.0001,optimal,0.02,48.74
6338,l1,epsilon_insensitive,0.0041,optimal,0.03,48.74
6417,l1,epsilon_insensitive,0.0131,optimal,0.01,48.74
6339,l1,epsilon_insensitive,0.0041,optimal,0.04,48.74
6340,l1,epsilon_insensitive,0.0041,optimal,0.05,48.74
6341,l1,epsilon_insensitive,0.0041,optimal,0.060000000000000005,48.74
6342,l1,epsilon_insensitive,0.0041,optimal,0.06999999999999999,48.74
6343,l1,epsilon_insensitive,0.0041,optimal,0.08,48.74
6344,l1,epsilon_insensitive,0.0041,optimal,0.09,48.74
15406,l2,squared_epsilon_insensitive,0.011099999999999999,optimal,0.08,48.74
15407,l2,squared_epsilon_insensitive,0.011099999999999999,optimal,0.09,48.74
6299,l1,huber,0.09910000000000001,optimal,0.09,48.74
23405,elasticnet,squared_epsilon_insensitive,0.0001,optimal,0.09,48.74
23399,elasticnet,squared_epsilon_insensitive,0.0001,optimal,0.03,48.74
23400,elasticnet,squared_epsilon_insensitive,0.0001,optimal,0.04,48.74
23401,elasticnet,squared_epsilon_insensitive,0.0001,optimal,0.05,48.74
23402,elasticnet,squared_epsilon_insensitive,0.0001,optimal,0.060000000000000005,48.74
23403,elasticnet,squared_epsilon_insensitive,0.0001,optimal,0.06999999999999999,48.74
23404,elasticnet,squared_epsilon_insensitive,0.0001,optimal,0.08,48.74
23415,elasticnet,squared_epsilon_insensitive,0.0021,optimal,0.01,48.74
23397,elasticnet,squared_epsilon_insensitive,0.0001,optimal,0.01,48.74
23416,elasticnet,squared_epsilon_insensitive,0.0021,optimal,0.02,48.74
23417,elasticnet,squared_epsilon_insensitive,0.0021,optimal,0.03,48.74
23418,elasticnet,squared_epsilon_insensitive,0.0021,optimal,0.04,48.74
23419,elasticnet,squared_epsilon_insensitive,0.0021,optimal,0.05,48.74
23420,elasticnet,squared_epsilon_insensitive,0.0021,optimal,0.060000000000000005,48.74
23421,elasticnet,squared_epsilon_insensitive,0.0021,optimal,0.06999999999999999,48.74
23398,elasticnet,squared_epsilon_insensitive,0.0001,optimal,0.02,48.74
4364,l1,perceptron,0.08410000000000001,optimal,0.09,48.74
23423,elasticnet,squared_epsilon_insensitive,0.0021,optimal,0.09,48.74
4320,l1,perceptron,0.0801,optimal,0.01,48.74
4326,l1,perceptron,0.0801,optimal,0.06999999999999999,48.74
4325,l1,perceptron,0.0801,optimal,0.060000000000000005,48.74
4324,l1,perceptron,0.0801,optimal,0.05,48.74
4323,l1,perceptron,0.0801,optimal,0.04,48.74
4322,l1,perceptron,0.0801,optimal,0.03,48.74
4321,l1,perceptron,0.0801,optimal,0.02,48.74
4356,l1,perceptron,0.08410000000000001,optimal,0.01,48.74
4363,l1,perceptron,0.08410000000000001,optimal,0.08,48.74
4357,l1,perceptron,0.08410000000000001,optimal,0.02,48.74
4358,l1,perceptron,0.08410000000000001,optimal,0.03,48.74
4359,l1,perceptron,0.08410000000000001,optimal,0.04,48.74
4360,l1,perceptron,0.08410000000000001,optimal,0.05,48.74
4361,l1,perceptron,0.08410000000000001,optimal,0.060000000000000005,48.74
4362,l1,perceptron,0.08410000000000001,optimal,0.06999999999999999,48.74
23422,elasticnet,squared_epsilon_insensitive,0.0021,optimal,0.08,48.74
4500,l1,squared_loss,0.0001,optimal,0.01,48.74
6298,l1,huber,0.09910000000000001,optimal,0.08,48.74
6290,l1,huber,0.0981,optimal,0.09,48.74
6284,l1,huber,0.0981,optimal,0.03,48.74
6285,l1,huber,0.0981,optimal,0.04,48.74
6286,l1,huber,0.0981,optimal,0.05,48.74
6287,l1,huber,0.0981,optimal,0.060000000000000005,48.74
6288,l1,huber,0.0981,optimal,0.06999999999999999,48.74
6289,l1,huber,0.0981,optimal,0.08,48.74
6291,l1,huber,0.09910000000000001,optimal,0.01,48.74
6282,l1,huber,0.0981,optimal,0.01,48.74
6292,l1,huber,0.09910000000000001,optimal,0.02,48.74
6293,l1,huber,0.09910000000000001,optimal,0.03,48.74
6294,l1,huber,0.09910000000000001,optimal,0.04,48.74
6295,l1,huber,0.09910000000000001,optimal,0.05,48.74
6296,l1,huber,0.09910000000000001,optimal,0.060000000000000005,48.74
6297,l1,huber,0.09910000000000001,optimal,0.06999999999999999,48.74
6283,l1,huber,0.0981,optimal,0.02,48.74
6281,l1,huber,0.0971,optimal,0.09,48.74
4501,l1,squared_loss,0.0001,optimal,0.02,48.74
4508,l1,squared_loss,0.0001,optimal,0.09,48.74
4502,l1,squared_loss,0.0001,optimal,0.03,48.74
4503,l1,squared_loss,0.0001,optimal,0.04,48.74
4504,l1,squared_loss,0.0001,optimal,0.05,48.74
4505,l1,squared_loss,0.0001,optimal,0.060000000000000005,48.74
4506,l1,squared_loss,0.0001,optimal,0.06999999999999999,48.74
4507,l1,squared_loss,0.0001,optimal,0.08,48.74
6273,l1,huber,0.0971,optimal,0.01,48.74
6280,l1,huber,0.0971,optimal,0.08,48.74
6274,l1,huber,0.0971,optimal,0.02,48.74
6275,l1,huber,0.0971,optimal,0.03,48.74
6276,l1,huber,0.0971,optimal,0.04,48.74
6277,l1,huber,0.0971,optimal,0.05,48.74
6278,l1,huber,0.0971,optimal,0.060000000000000005,48.74
6279,l1,huber,0.0971,optimal,0.06999999999999999,48.74
15351,l2,squared_epsilon_insensitive,0.0051,optimal,0.06999999999999999,48.74
15350,l2,squared_epsilon_insensitive,0.0051,optimal,0.060000000000000005,48.74
15349,l2,squared_epsilon_insensitive,0.0051,optimal,0.05,48.74
18194,elasticnet,modified_huber,0.0211,optimal,0.060000000000000005,48.74
14251,l2,huber,0.08310000000000001,optimal,0.05,48.74
14250,l2,huber,0.08310000000000001,optimal,0.04,48.74
14249,l2,huber,0.08310000000000001,optimal,0.03,48.74
14248,l2,huber,0.08310000000000001,optimal,0.02,48.74
14247,l2,huber,0.08310000000000001,optimal,0.01,48.74
14246,l2,huber,0.0821,optimal,0.09,48.74
14244,l2,huber,0.0821,optimal,0.06999999999999999,48.74
14253,l2,huber,0.08310000000000001,optimal,0.06999999999999999,48.74
14243,l2,huber,0.0821,optimal,0.060000000000000005,48.74
14242,l2,huber,0.0821,optimal,0.05,48.74
14241,l2,huber,0.0821,optimal,0.04,48.74
14240,l2,huber,0.0821,optimal,0.03,48.74
14239,l2,huber,0.0821,optimal,0.02,48.74
14238,l2,huber,0.0821,optimal,0.01,48.74
14252,l2,huber,0.08310000000000001,optimal,0.060000000000000005,48.74
14254,l2,huber,0.08310000000000001,optimal,0.08,48.74
14218,l2,huber,0.0791,optimal,0.08,48.74
14272,l2,huber,0.08510000000000001,optimal,0.08,48.74
14350,l2,huber,0.0941,optimal,0.05,48.74
14349,l2,huber,0.0941,optimal,0.04,48.74
14348,l2,huber,0.0941,optimal,0.03,48.74
14347,l2,huber,0.0941,optimal,0.02,48.74
14346,l2,huber,0.0941,optimal,0.01,48.74
14273,l2,huber,0.08510000000000001,optimal,0.09,48.74
14271,l2,huber,0.08510000000000001,optimal,0.06999999999999999,48.74
14255,l2,huber,0.08310000000000001,optimal,0.09,48.74
14270,l2,huber,0.08510000000000001,optimal,0.060000000000000005,48.74
14269,l2,huber,0.08510000000000001,optimal,0.05,48.74
14268,l2,huber,0.08510000000000001,optimal,0.04,48.74
14267,l2,huber,0.08510000000000001,optimal,0.03,48.74
14266,l2,huber,0.08510000000000001,optimal,0.02,48.74
14265,l2,huber,0.08510000000000001,optimal,0.01,48.74
14219,l2,huber,0.0791,optimal,0.09,48.74
14217,l2,huber,0.0791,optimal,0.06999999999999999,48.74
14352,l2,huber,0.0941,optimal,0.06999999999999999,48.74
14191,l2,huber,0.0761,optimal,0.08,48.74
14197,l2,huber,0.0771,optimal,0.05,48.74
14196,l2,huber,0.0771,optimal,0.04,48.74
14195,l2,huber,0.0771,optimal,0.03,48.74
14194,l2,huber,0.0771,optimal,0.02,48.74
14193,l2,huber,0.0771,optimal,0.01,48.74
14192,l2,huber,0.0761,optimal,0.09,48.74
14190,l2,huber,0.0761,optimal,0.06999999999999999,48.74
14199,l2,huber,0.0771,optimal,0.06999999999999999,48.74
14189,l2,huber,0.0761,optimal,0.060000000000000005,48.74
14188,l2,huber,0.0761,optimal,0.05,48.74
14187,l2,huber,0.0761,optimal,0.04,48.74
14186,l2,huber,0.0761,optimal,0.03,48.74
14185,l2,huber,0.0761,optimal,0.02,48.74
14184,l2,huber,0.0761,optimal,0.01,48.74
14198,l2,huber,0.0771,optimal,0.060000000000000005,48.74
14200,l2,huber,0.0771,optimal,0.08,48.74
14216,l2,huber,0.0791,optimal,0.060000000000000005,48.74
14209,l2,huber,0.0781,optimal,0.08,48.74
14215,l2,huber,0.0791,optimal,0.05,48.74
14214,l2,huber,0.0791,optimal,0.04,48.74
14213,l2,huber,0.0791,optimal,0.03,48.74
14212,l2,huber,0.0791,optimal,0.02,48.74
14211,l2,huber,0.0791,optimal,0.01,48.74
14210,l2,huber,0.0781,optimal,0.09,48.74
14208,l2,huber,0.0781,optimal,0.06999999999999999,48.74
14201,l2,huber,0.0771,optimal,0.09,48.74
14207,l2,huber,0.0781,optimal,0.060000000000000005,48.74
14206,l2,huber,0.0781,optimal,0.05,48.74
14205,l2,huber,0.0781,optimal,0.04,48.74
14204,l2,huber,0.0781,optimal,0.03,48.74
14203,l2,huber,0.0781,optimal,0.02,48.74
14202,l2,huber,0.0781,optimal,0.01,48.74
14351,l2,huber,0.0941,optimal,0.060000000000000005,48.74
14353,l2,huber,0.0941,optimal,0.08,48.74
15348,l2,squared_epsilon_insensitive,0.0051,optimal,0.04,48.74
7219,l1,squared_epsilon_insensitive,0.0021,optimal,0.02,48.74
7213,l1,squared_epsilon_insensitive,0.0011,optimal,0.05,48.74
7214,l1,squared_epsilon_insensitive,0.0011,optimal,0.060000000000000005,48.74
7215,l1,squared_epsilon_insensitive,0.0011,optimal,0.06999999999999999,48.74
7216,l1,squared_epsilon_insensitive,0.0011,optimal,0.08,48.74
7217,l1,squared_epsilon_insensitive,0.0011,optimal,0.09,48.74
7218,l1,squared_epsilon_insensitive,0.0021,optimal,0.01,48.74
7220,l1,squared_epsilon_insensitive,0.0021,optimal,0.03,48.74
7211,l1,squared_epsilon_insensitive,0.0011,optimal,0.03,48.74
7221,l1,squared_epsilon_insensitive,0.0021,optimal,0.04,48.74
7222,l1,squared_epsilon_insensitive,0.0021,optimal,0.05,48.74
7223,l1,squared_epsilon_insensitive,0.0021,optimal,0.060000000000000005,48.74
7224,l1,squared_epsilon_insensitive,0.0021,optimal,0.06999999999999999,48.74
7225,l1,squared_epsilon_insensitive,0.0021,optimal,0.08,48.74
7226,l1,squared_epsilon_insensitive,0.0021,optimal,0.09,48.74
7212,l1,squared_epsilon_insensitive,0.0011,optimal,0.04,48.74
7210,l1,squared_epsilon_insensitive,0.0011,optimal,0.02,48.74
12607,l2,squared_loss,0.0001,optimal,0.08,48.74
7201,l1,squared_epsilon_insensitive,0.0001,optimal,0.02,48.74
15347,l2,squared_epsilon_insensitive,0.0051,optimal,0.03,48.74
15346,l2,squared_epsilon_insensitive,0.0051,optimal,0.02,48.74
15345,l2,squared_epsilon_insensitive,0.0051,optimal,0.01,48.74
18079,elasticnet,modified_huber,0.0081,optimal,0.08,48.74
18080,elasticnet,modified_huber,0.0081,optimal,0.09,48.74
7200,l1,squared_epsilon_insensitive,0.0001,optimal,0.01,48.74
7202,l1,squared_epsilon_insensitive,0.0001,optimal,0.03,48.74
7209,l1,squared_epsilon_insensitive,0.0011,optimal,0.01,48.74
7203,l1,squared_epsilon_insensitive,0.0001,optimal,0.04,48.74
7204,l1,squared_epsilon_insensitive,0.0001,optimal,0.05,48.74
7205,l1,squared_epsilon_insensitive,0.0001,optimal,0.060000000000000005,48.74
7206,l1,squared_epsilon_insensitive,0.0001,optimal,0.06999999999999999,48.74
7207,l1,squared_epsilon_insensitive,0.0001,optimal,0.08,48.74
7208,l1,squared_epsilon_insensitive,0.0001,optimal,0.09,48.74
12608,l2,squared_loss,0.0001,optimal,0.09,48.74
18126,elasticnet,modified_huber,0.0141,optimal,0.01,48.74
14354,l2,huber,0.0941,optimal,0.09,48.74
21058,elasticnet,squared_loss,0.040100000000000004,optimal,0.02,48.74
14368,l2,huber,0.0961,optimal,0.05,48.74
14367,l2,huber,0.0961,optimal,0.04,48.74
14366,l2,huber,0.0961,optimal,0.03,48.74
14365,l2,huber,0.0961,optimal,0.02,48.74
14364,l2,huber,0.0961,optimal,0.01,48.74
21057,elasticnet,squared_loss,0.040100000000000004,optimal,0.01,48.74
21059,elasticnet,squared_loss,0.040100000000000004,optimal,0.03,48.74
14370,l2,huber,0.0961,optimal,0.06999999999999999,48.74
21060,elasticnet,squared_loss,0.040100000000000004,optimal,0.04,48.74
21061,elasticnet,squared_loss,0.040100000000000004,optimal,0.05,48.74
21062,elasticnet,squared_loss,0.040100000000000004,optimal,0.060000000000000005,48.74
21063,elasticnet,squared_loss,0.040100000000000004,optimal,0.06999999999999999,48.74
21064,elasticnet,squared_loss,0.040100000000000004,optimal,0.08,48.74
21065,elasticnet,squared_loss,0.040100000000000004,optimal,0.09,48.74
14369,l2,huber,0.0961,optimal,0.060000000000000005,48.74
14371,l2,huber,0.0961,optimal,0.08,48.74
18127,elasticnet,modified_huber,0.0141,optimal,0.02,48.74
18134,elasticnet,modified_huber,0.0141,optimal,0.09,48.74
18128,elasticnet,modified_huber,0.0141,optimal,0.03,48.74
18129,elasticnet,modified_huber,0.0141,optimal,0.04,48.74
18130,elasticnet,modified_huber,0.0141,optimal,0.05,48.74
18131,elasticnet,modified_huber,0.0141,optimal,0.060000000000000005,48.74
18132,elasticnet,modified_huber,0.0141,optimal,0.06999999999999999,48.74
18133,elasticnet,modified_huber,0.0141,optimal,0.08,48.74
12606,l2,squared_loss,0.0001,optimal,0.06999999999999999,48.74
14372,l2,huber,0.0961,optimal,0.09,48.74
12605,l2,squared_loss,0.0001,optimal,0.060000000000000005,48.74
12604,l2,squared_loss,0.0001,optimal,0.05,48.74
12603,l2,squared_loss,0.0001,optimal,0.04,48.74
12602,l2,squared_loss,0.0001,optimal,0.03,48.74
12601,l2,squared_loss,0.0001,optimal,0.02,48.74
12600,l2,squared_loss,0.0001,optimal,0.01,48.74
18193,elasticnet,modified_huber,0.0211,optimal,0.05,48.74
14058,l2,huber,0.0621,optimal,0.01,48.74
18195,elasticnet,modified_huber,0.0211,optimal,0.06999999999999999,48.74
13517,l2,huber,0.0011,optimal,0.09,48.74
18196,elasticnet,modified_huber,0.0211,optimal,0.08,48.74
13509,l2,huber,0.0011,optimal,0.01,48.74
13510,l2,huber,0.0011,optimal,0.02,48.74
13511,l2,huber,0.0011,optimal,0.03,48.74
13512,l2,huber,0.0011,optimal,0.04,48.74
13513,l2,huber,0.0011,optimal,0.05,48.74
13514,l2,huber,0.0011,optimal,0.060000000000000005,48.74
13515,l2,huber,0.0011,optimal,0.06999999999999999,48.74
13516,l2,huber,0.0011,optimal,0.08,48.74
4327,l1,perceptron,0.0801,optimal,0.08,48.74
12268,l2,perceptron,0.0631,optimal,0.02,48.74
18197,elasticnet,modified_huber,0.0211,optimal,0.09,48.74
12273,l2,perceptron,0.0631,optimal,0.06999999999999999,48.74
12272,l2,perceptron,0.0631,optimal,0.060000000000000005,48.74
12271,l2,perceptron,0.0631,optimal,0.05,48.74
12270,l2,perceptron,0.0631,optimal,0.04,48.74
12269,l2,perceptron,0.0631,optimal,0.03,48.74
12267,l2,perceptron,0.0631,optimal,0.01,48.74
12275,l2,perceptron,0.0631,optimal,0.09,48.74
12274,l2,perceptron,0.0631,optimal,0.08,48.74
23711,elasticnet,squared_epsilon_insensitive,0.034100000000000005,optimal,0.09,48.71
24104,elasticnet,squared_epsilon_insensitive,0.0781,optimal,0.060000000000000005,48.71
23704,elasticnet,squared_epsilon_insensitive,0.034100000000000005,optimal,0.02,48.71
23705,elasticnet,squared_epsilon_insensitive,0.034100000000000005,optimal,0.03,48.71
23706,elasticnet,squared_epsilon_insensitive,0.034100000000000005,optimal,0.04,48.71
23707,elasticnet,squared_epsilon_insensitive,0.034100000000000005,optimal,0.05,48.71
23708,elasticnet,squared_epsilon_insensitive,0.034100000000000005,optimal,0.060000000000000005,48.71
5031,l1,squared_loss,0.05910000000000001,optimal,0.01,48.71
23709,elasticnet,squared_epsilon_insensitive,0.034100000000000005,optimal,0.06999999999999999,48.71
24101,elasticnet,squared_epsilon_insensitive,0.0781,optimal,0.03,48.71
24102,elasticnet,squared_epsilon_insensitive,0.0781,optimal,0.04,48.71
24103,elasticnet,squared_epsilon_insensitive,0.0781,optimal,0.05,48.71
24105,elasticnet,squared_epsilon_insensitive,0.0781,optimal,0.06999999999999999,48.71
21056,elasticnet,squared_loss,0.0391,optimal,0.09,48.71
24106,elasticnet,squared_epsilon_insensitive,0.0781,optimal,0.08,48.71
24107,elasticnet,squared_epsilon_insensitive,0.0781,optimal,0.09,48.71
21048,elasticnet,squared_loss,0.0391,optimal,0.01,48.71
21049,elasticnet,squared_loss,0.0391,optimal,0.02,48.71
23710,elasticnet,squared_epsilon_insensitive,0.034100000000000005,optimal,0.08,48.71
21051,elasticnet,squared_loss,0.0391,optimal,0.04,48.71
21052,elasticnet,squared_loss,0.0391,optimal,0.05,48.71
21053,elasticnet,squared_loss,0.0391,optimal,0.060000000000000005,48.71
21054,elasticnet,squared_loss,0.0391,optimal,0.06999999999999999,48.71
21055,elasticnet,squared_loss,0.0391,optimal,0.08,48.71
21050,elasticnet,squared_loss,0.0391,optimal,0.03,48.71
5032,l1,squared_loss,0.05910000000000001,optimal,0.02,48.71
23703,elasticnet,squared_epsilon_insensitive,0.034100000000000005,optimal,0.01,48.71
24100,elasticnet,squared_epsilon_insensitive,0.0781,optimal,0.02,48.71
5039,l1,squared_loss,0.05910000000000001,optimal,0.09,48.71
5038,l1,squared_loss,0.05910000000000001,optimal,0.08,48.71
5036,l1,squared_loss,0.05910000000000001,optimal,0.060000000000000005,48.71
24099,elasticnet,squared_epsilon_insensitive,0.0781,optimal,0.01,48.71
5037,l1,squared_loss,0.05910000000000001,optimal,0.06999999999999999,48.71
5035,l1,squared_loss,0.05910000000000001,optimal,0.05,48.71
5034,l1,squared_loss,0.05910000000000001,optimal,0.04,48.71
5033,l1,squared_loss,0.05910000000000001,optimal,0.03,48.71
4796,l1,squared_loss,0.032100000000000004,optimal,0.09,48.67
4789,l1,squared_loss,0.032100000000000004,optimal,0.02,48.67
7744,l1,squared_epsilon_insensitive,0.0601,optimal,0.05,48.67
7745,l1,squared_epsilon_insensitive,0.0601,optimal,0.060000000000000005,48.67
7746,l1,squared_epsilon_insensitive,0.0601,optimal,0.06999999999999999,48.67
7747,l1,squared_epsilon_insensitive,0.0601,optimal,0.08,48.67
7748,l1,squared_epsilon_insensitive,0.0601,optimal,0.09,48.67
24090,elasticnet,squared_epsilon_insensitive,0.0771,optimal,0.01,48.67
24091,elasticnet,squared_epsilon_insensitive,0.0771,optimal,0.02,48.67
24092,elasticnet,squared_epsilon_insensitive,0.0771,optimal,0.03,48.67
24093,elasticnet,squared_epsilon_insensitive,0.0771,optimal,0.04,48.67
