spotify_id,year,title,artist,peak_pos,popularity,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
2yLa0QULdQr0qAIvVwN6B5,2017,...Ready For It?,taylor swift,4,1,0.776,0.155,160.053,0.127,0.0609,0,4,0.616,2,208187,-6.519,0.459,1
2YlZnw2ikdb837oKMKjBkW,2016,Like I'm Gonna Lose You,meghan trainor,8,1,0.53,0.177,108.038,0.0434,0.4,0,3,0.63,0,225053,-7.259,0.417,1
2YMhrXQYKkm4kXLcXKKd5z,2017,Small Town Boy,dustin lynch,36,1,0.743,0.359,72.997,0.0287,0.0251,0,4,0.554,9,205733,-6.016,0.673,1
2YMnY3PW5TgAuuQv4GPRDt,2014,Down By the Salley Gardens / Down in the Willow Garden,Al Petteway,0,0,0.112,0.122,126.745,0.0413,0.939,0.933,3,0.399,7,280840,-18.458,0.329,1
2ynwBOV4CsVxyapauFh8mK,2002,Burnin' Up,faith evans,60,1,0.82,0.212,98.051,0.18,0.162,2.96E-06,4,0.726,11,211133,-3.472,0.894,0
2yOCphUgSZ5BLQbSNxx0La,2008,Have I Waited Too Long,Brandon Rhyder,0,0,0.656,0.0428,175.485,0.0315,0.125,1.01E-05,4,0.462,0,287013,-6.111,0.485,1
2Yp9qysxGcSZocXOiv3hYs,2018,Today - Intro,DaBaby,0,0,0.511,0.0752,140.036,0.323,0.00331,0,4,0.915,6,137947,-7.482,0.619,0
2yQZwi1P8AkkxxFhQ8rMEK,2018,Greatest Love Story,LANCO,45,1,0.617,0.119,147.986,0.0561,0.401,0,4,0.671,10,222573,-8.72,0.62,1
2YSbHu9XF4bNYWt3MnIhgE,2016,Bohemian Rhapsody,panic! at the disco,64,1,0.562,0.209,72.945,0.03,0.175,9.17E-06,4,0.386,10,363114,-4.363,0.228,1
2ythurkTtSiyfK7GprJoFW,2010,Better Than Revenge,taylor swift,56,1,0.907,0.389,145.829,0.085,0.015,1.72E-05,4,0.508,11,217160,-3.039,0.684,0
2yuGSFSzPeJziqGxUPrvad,2002,Gone,'n sync,11,1,0.413,0.133,113.887,0.0567,0.453,0,4,0.713,11,292627,-8.568,0.493,0
2yuv7MDOTnJ6gffC8H4GcB,2003,Goin' So Good,ZZ Top,0,0,0.4,0.0795,136.062,0.0307,0.371,0.229,3,0.612,5,334640,-6.82,0.156,1
2yuyaYAELoMG4ApV5wJsWR,2017,Curve,gucci mane,67,1,0.476,0.1,147.01,0.241,0.294,0,4,0.76,8,161990,-8.103,0.354,1
2YVCkTYJpv5jelYrHYoEG8,2009,I Run To You,lady antebellum,27,1,0.786,0.124,113.963,0.034,0.163,5.99E-05,4,0.656,3,256013,-4.451,0.378,1
2YvWjSDGGkBcE5bfFUWOXi,2009,Angels Cry,Mariah Carey,0,0,0.575,0.167,76.99,0.0422,0.138,0,4,0.604,0,241867,-6.641,0.344,1
2yWtLaPCOUDyi7f1lOXCn5,2013,Anywhere With You,jake owen,46,1,0.936,0.0873,151.988,0.0413,0.0418,0,4,0.475,5,209587,-2.545,0.598,1
2YWVrRgUlnOGW2MKEU4PLv,2002,My Heart Is Lost To You,brooks,48,1,0.849,0.179,125.864,0.0464,0.188,0,4,0.524,2,178707,-4.634,0.453,1
2yxkvnyno37480Hv1wuAee,2001,Shadow Stabbing,Cake,0,0,0.572,0.106,130.78,0.0439,0.0455,3.11E-06,4,0.836,4,187267,-8.236,0.817,1
2yXl3gcDuxEhiH1w4TNEZD,2017,Feel The Vibes (feat. Morgan Heritage),The LambsBread,0,0,0.629,0.17,141.757,0.0826,0.342,0,4,0.627,0,233239,-5.074,0.636,1
2YXShhHOx334ID9M4jXnPd,2007,Maneater,nelly furtado,16,1,0.771,0.19,132.778,0.042,0.0307,0.000115,4,0.793,6,258413,-4.782,0.762,1
2YxXuCdbUpil3P7tRjhW1t,2005,Banquet,Bloc Party,0,0,0.892,0.215,150.253,0.0441,0.000139,0.0111,4,0.578,10,196613,-7.952,0.892,0
2yXyz4NLTZx9CLdXfLTp5E,2009,I Will Not Bow,breaking benjamin,40,1,0.952,0.38,107.942,0.0668,0.000192,7.8E-06,4,0.543,8,216733,-3.65,0.591,1
2yz2CyARn6rk8Kz1QLHeGh,2005,Hold You Down,the alchemist,95,1,0.441,0.143,90.856,0.0334,0.043,0.587,4,0.802,1,260920,-10.533,0.638,1
2yZax79pOrYuyIFVW2cZY2,2017,Carry On,xxxtentacion,95,1,0.197,0.296,147.899,0.537,0.768,0.000276,4,0.735,3,129720,-13.378,0.383,0
2YzXf2r5NoAnECWO6ByZb5,2011,I've Got This Friend,The Civil Wars,0,0,0.293,0.147,90.025,0.0344,0.87,0.00013,4,0.597,2,203867,-11.475,0.304,1
2YZy9wVrWyWIGJK7LsJbgZ,2013,"Dark Wings, Dark Words",Ramin Djawadi,0,0,0.0465,0.116,80.505,0.0405,0.891,0.972,4,0.177,0,167907,-24.15,0.0297,0
2z0z5ddJS3K7qvhp4PH0Aa,2007,Do You Know? (The Ping Pong Song)/Dimelo,enrique iglesias,21,1,0.749,0.0277,115.028,0.043,0.0672,0,4,0.781,8,217933,-4.405,0.788,1
2Z2JnZNB7lbUdKR5GynUlV,2007,Like This,mims,32,1,0.693,0.342,97.163,0.293,0.0317,0,4,0.771,7,203627,-7.483,0.525,1
2z3htsNRuhDN923ITatc56,2011,Marvins Room,drake,21,1,0.256,0.0718,166.571,0.117,0.688,0.00318,4,0.407,9,347227,-17.424,0.317,0
2z3joGXrdGL2iEjIKQTiN1,2017,Ville Mentality,j. cole,24,1,0.378,0.119,119.976,0.0928,0.789,0.000171,3,0.857,7,194347,-8.371,0.626,0
2z5TMAb6oWwq3QPX2QAWoc,2001,Does Your Harbor Light Still Shine?,The Clarks,0,0,0.821,0.314,181.883,0.0318,0.00152,1.31E-05,4,0.391,0,217131,-6.616,0.781,1
2Z8WuEywRWYTKe1NybPQEW,2016,Ride,twenty one pilots,5,1,0.713,0.113,74.989,0.0393,0.00835,0,4,0.645,6,214507,-5.355,0.566,1
2Z8ZkkxT1mKVmbgC1iFIe1,2017,"On Halloween Night - From ""Puppy Dog Pals""",Various Artists,0,0,0.844,0.416,108.455,0.0621,0.0939,5.34E-06,4,0.681,5,62024,-4.777,0.907,0
2z9G4b9QjlwlCx2Pkwl6Lc,2010,"I Didn't Come From a Monkey, I Came From Jesus/Evolution",Joe Rogan,0,0,0.929,0.715,96.588,0.868,0.586,0,3,0.707,1,104773,-3.429,0.495,0
2Za1AlJNvksouPPWbXpR2X,2017,Good Old Days (feat. Kesha),Macklemore Featuring Kesha,48,1,0.51,0.112,122.964,0.0633,0.446,2.46E-05,4,0.712,8,240507,-8.162,0.268,1
2ZarMPkdQSrDFi7eFMruq7,2005,Let Me Go,3 doors down,14,1,0.834,0.107,184.296,0.0604,0.03,3.8E-06,4,0.367,1,232360,-4.52,0.572,0
2Zb151DrFF18XNUcvmzK7z,2004,I Pulled My Groin,Arrogant Worms,0,0,0.706,0.956,125.719,0.13,0.0609,0.00178,4,0.706,9,106000,-9.277,0.968,1
2zbAyjb37iyx1TgBTyr1rI,2016,No Limit,usher,32,1,0.514,0.151,127.027,0.096,0.0987,0,4,0.716,3,230606,-6.471,0.241,1
2zc3Teji9HENDDYuciPujN,2014,My Kind of Man,Vance Joy,0,0,0.265,0.108,119.75,0.0315,0.798,1.78E-06,4,0.405,7,229840,-8.984,0.0549,1
2zCP9gQonDEh9ir09hpOtw,2009,Suits and Ladders,NOFX,0,0,0.976,0.105,121.614,0.038,0.000529,0,4,0.609,0,145800,-5.358,0.813,1
2Zcr8xMMZyNT5wMsj3SWmw,2000,Oh My Sweet Carolina,Ryan Adams,0,0,0.117,0.0934,131.806,0.0394,0.523,4.86E-06,4,0.491,2,297333,-14.791,0.27,1
2ZdCrBA52bb4pIG3tOOZiQ,2017,Dark Queen,lil uzi vert,91,1,0.606,0.281,155.055,0.172,0.222,0,4,0.747,4,173419,-5.286,0.2,1
2ZdENURnPr8ZkOetmD2I0A,2013,All Bad,justin bieber,50,1,0.424,0.22,96.483,0.0263,0.0219,0.00172,4,0.693,9,182747,-8.34,0.326,1
2zdltIgwTAWGXHHJGTPKqv,2011,Hello World,lady antebellum,58,1,0.531,0.0835,111.079,0.0297,0.0555,0.00106,4,0.427,8,326107,-6.985,0.145,1
2ZDxfuXmTIRCdXChbtHpW9,2000,Give You What You Want (Fa Sure),chico debarge,71,1,0.714,0.0903,132,0.0458,0.0118,0,4,0.854,10,280067,-7.342,0.782,0
2zee8Zcesqwnnwliw2Jy8M,2000,I Belong To You,lenny kravitz,71,1,0.664,0.073,87.287,0.0542,0.000447,0.0343,4,0.69,5,257733,-7.715,0.63,0
2ZekuYUoEIBrUwHOY0gcgB,2017,How I'll Always Be,tim mcgraw,70,1,0.813,0.0946,185.993,0.0452,0.319,5.42E-06,5,0.456,2,213453,-4.676,0.635,1
2Zev5FX5SdDFdfoPO9CAsE,2010,It Was Never Meant To Be This Way - Piano Version,CFCF,0,0,0.153,0.0722,124.74,0.0338,0.989,0.893,4,0.34,7,252414,-26.188,0.0946,0
2zFARUJU8Rcxt6DZ8oAsaQ,2000,I Will...But,shedaisy,43,1,0.835,0.124,112.546,0.036,0.118,0,4,0.67,2,219973,-5.111,0.855,1
2ZFrEp20VO25BXYhMxh0GW,2018,Get Along,Kenny Chesney,48,1,0.805,0.172,92.401,0.0473,0.0997,0,4,0.602,7,199627,-6.079,0.322,1
2ZFX853E9oi99D6WaPYUg8,2015,Wit It This Christmas,Ariana Grande,0,0,0.319,0.376,128.041,0.0352,0.124,0,4,0.648,5,161280,-8.314,0.398,1
2zFYbadLGiKWnSJ08au3w9,2011,He's My Sunny Boy,Diana Ross & The Supremes,0,0,0.608,0.0444,104.555,0.0639,0.442,7.35E-06,4,0.744,11,141120,-5.729,0.636,0
2ZGBhrxA4ghKqoOMBdn966,2011,Smile Back,mac miller,55,1,0.835,0.363,151.289,0.159,0.000288,0,4,0.533,2,162008,-6.551,0.228,1
2zgH0Hhq3ELIVABnkE9SRl,2018,Lullaby for a Doll,Maks Divine,0,0,0.656,0.155,99.968,0.0339,0.331,0.00581,4,0.628,0,259544,-8.223,0.471,1
2ZgmGu1w1lTvdYhx0UkwZM,2003,I Drove All Night,celine dion,45,1,0.901,0.185,135,0.0608,0.000428,0,4,0.576,11,239787,-4.919,0.677,1
2ZgqkSGYnnpkpZGdu6hzI7,2014,Swim Down,Moose Blood,0,0,0.888,0.257,156.086,0.0608,0.00866,0,4,0.478,2,197751,-6.013,0.356,1
2zGUtylU2UYeg1oDfRJC36,2018,This Is a Love Song Not a Sad Song,Lonely$adboy,0,0,0.157,0.0707,127.987,0.0914,0.795,0.156,4,0.576,8,224768,-13.882,0.43,1
2ZHhKGBY9LlypQGW3FcdVI,2013,This Place Was A Shelter,Ólafur Arnalds,0,0,0.439,0.101,120.002,0.112,0.824,0.903,4,0.604,4,230427,-13.207,0.155,0
2ZijkqwRW54s73jeC5dz9D,2003,Hit The Freeway,toni braxton,86,1,0.709,0.335,97.006,0.128,0.024,9.46E-06,4,0.815,4,227463,-3.812,0.798,0
2zjf7NQBrKjah9XNDnrECy,2002,Giving Up The Ghost,DJ Shadow,0,0,0.757,0.589,106.816,0.0264,0.105,0.884,4,0.603,10,389320,-7.64,0.606,0
2zjfR142j7WNeGRxfU678W,2010,Who I Am,nick jonas,73,1,0.763,0.174,107.256,0.035,0.0773,2.81E-05,4,0.636,4,245573,-5.588,0.756,1
2ZJmCdTeOWoE014f6d9uE1,2015,All I'll Ever Need,Anderson East,0,0,0.509,0.142,103.212,0.0269,0.48,6.26E-06,3,0.642,9,198667,-6.528,0.432,1
2zJZwWF7BTGIIvrAlgzJEx,2009,Whatcha Say,jason derulo,1,1,0.711,0.145,144.036,0.0779,0.0444,0,4,0.615,11,221253,-5.507,0.711,1
2zk1COXk7NaAaDW1KWMuio,2006,"Steady, As She Goes",the raconteurs,54,1,0.601,0.083,123.009,0.112,0.00882,0.0211,4,0.53,9,215293,-4.364,0.572,1
2ZMDfZ2VB5J1SVKEBP9ryH,2010,Bet I,b.o.b,72,1,0.877,0.33,133.973,0.118,0.103,0,4,0.825,6,257920,-4.556,0.963,1
2ZMI0QNoqU9fQZFirR9WpK,2018,When The Curtain Falls,Greta Van Fleet,0,0,0.975,0.0482,96.004,0.0647,0.0297,0.126,4,0.535,0,222960,-2.959,0.689,1
2zn4moJkEmIVfV83iye9t5,2004,"Breathe No More - Live From Le Zénith,France/2004",Evanescence,0,0,0.426,0.955,107.998,0.03,0.321,0.0266,4,0.573,11,213853,-10.609,0.159,0
2ZPZLaYjIPxfun7erbbw98,2004,Pleasure Is All Mine,Björk,0,0,0.324,0.0753,185.618,0.0376,0.92,0.00199,4,0.122,5,206773,-13.493,0.0371,0
2Zq979VWE5SG5WIcd396Ay,2004,Miller's Cave,The International Submarine Band,0,0,0.43,0.159,77.086,0.0308,0.225,5.31E-06,4,0.514,5,169133,-12.36,0.8,1
2ZQqzNzi8D4Fp99uj5NAGC,2011,There Is a Light That Never Goes Out,Dum Dum Girls,0,0,0.986,0.0945,145.015,0.0803,0.00713,0.0033,4,0.404,1,255827,-3.209,0.188,0
2ZQyksYO4zzhyHNcueL0CP,2013,Home,phillip phillips,6,1,0.792,0.159,121.001,0.0335,0.0215,0,4,0.592,0,209227,-5.884,0.293,1
2ZRDtXqqt3UjuxiaeXFdmN,2001,Rollerskate Skinny,Old 97's,0,0,0.73,0.136,134.147,0.0451,0.00213,3.38E-05,4,0.456,10,229547,-7.486,0.643,1
2zSdkDP93z3b3HD3oGGT3t,2009,Crazy Baldheads (Live),Luciano,0,0,0.465,0.353,135.912,0.169,0.192,2.92E-05,4,0.567,6,300587,-10.165,0.3,0
2zSmXQHOp9yZ7rtc5dMTsp,2008,Could've Had Everything,P!nk,0,0,0.782,0.312,193.935,0.352,0.109,0,4,0.471,8,189160,-5.062,0.561,0
2ZSp1BC7agz2TkgSATdi9U,2004,Badaboom,b2k,59,1,0.626,0.149,96.006,0.149,0.0238,0.000699,4,0.812,4,221067,-5.025,0.811,0
2zSxo9FebD1H3kk7bTxNzA,2011,Man In The Mirror,adam levine,45,1,0.792,0.15,101.047,0.026,0.277,2.69E-06,4,0.673,7,202400,-3.601,0.395,1
2ZTCl6wQMDSMfY4s8GHZdj,2009,Butterfly Fly Away,miley cyrus,56,1,0.286,0.279,134.957,0.026,0.723,0.000216,4,0.599,11,189240,-12.518,0.37,1
2ZWlPOoWh0626oTaHrnl2a,2016,Ivy,Frank Ocean,0,0,0.388,0.248,116.362,0.0384,0.782,0.000309,4,0.567,9,249191,-9.579,0.452,0
2ZWxf7Fybxoh6iNp7SWrXT,2008,Soon We'll Be Found,Sia,0,0,0.352,0.189,129.767,0.0387,0.262,0.000396,3,0.5,0,260120,-13.903,0.391,0
2ZxIXh07yJGqsfxMVynrzS,2013,Fifteen Gears,Hank Thompson,0,0,0.668,0.116,149.462,0.0604,0.506,0,4,0.664,4,171893,-11.233,0.875,1
2ZxTjs4EdJl4Y9YByIiNoo,2018,You Make It Easy,Jason Aldean,28,1,0.574,0.11,132.025,0.0315,0.143,0,3,0.375,7,196800,-5.305,0.406,1
2Zy7XVdxyZQB8xp5xbpJdl,2016,way back,Travis Scott,0,0,0.554,0.612,117.384,0.0488,0.222,0,4,0.396,0,272501,-5.048,0.17,1
2Zyl5qoictRPon7YmT4Cg0,2015,BB Talk,Miley Cyrus,0,0,0.792,0.0684,100.061,0.0492,0.0159,0,4,0.58,9,272813,-5.94,0.347,1
2ZzFVFpTRRpVHn6lyPOQDM,2017,Blood & Iron,Hulkoff,0,0,0.941,0.363,133.358,0.0894,0.000144,0.0012,4,0.472,3,197162,-6.309,0.413,0
2zZJnAlhgvW6DERn1tu3fb,2004,I Believe,fantasia,1,1,0.446,0.161,133.865,0.0308,0.357,0,4,0.525,8,302027,-8.797,0.134,1
2zZmV2k2YjLOJJhJWvxmsV,2018,Nothing Like the First Time,Hollywood Classic,0,0,0.2,0.0982,136,0.0424,0.173,0.51,4,0.264,0,554118,-15.314,0.0358,1
305WCRhhS10XUcH6AEwZk6,2004,Are You Gonna Be My Girl,jet,29,1,0.953,0.152,105.046,0.0855,0.00148,0.000582,4,0.613,2,213800,-3.435,0.537,1
307Hn5WmRqrXVu5hlDngSw,2000,Strange Kind of Woman,Deep Purple,0,0,0.726,0.332,126.105,0.0549,0.422,0.0235,4,0.585,11,232400,-12.614,0.884,0
30cSNer6TV8x2utjULVeQ5,2006,SOS,rihanna,1,1,0.649,0.361,137.009,0.04,0.00474,9.23E-05,4,0.68,7,238920,-4.819,0.46,1
30CZcZ0NpTXjVJJa5X5nwf,2015,All Your Fault,big sean,80,1,0.738,0.232,199.915,0.357,0.321,0,5,0.609,5,224387,-4.444,0.525,0
30D9cE9kzZymn1OA5rRt7f,2010,Golden Streets of Glory,Dolly Parton,0,0,0.384,0.168,96.891,0.0377,0.735,0,4,0.67,1,173747,-11.576,0.534,1
30fAa7N3Lz0zWeuh0Ifyup,2012,When I Grow Up (feat. Amae Love) LIVE at Bamm.tv - Original Mix,Knowa Knowone,0,0,0.681,0.259,149.958,0.0586,0.641,0.315,4,0.667,9,254244,-10.545,0.222,0
30GB1iXYU4Y204hPxTCULq,2001,Worn Out Nervous Condition,John Mellencamp,0,0,0.834,0.0871,116.308,0.029,0.0233,0.855,4,0.677,2,211200,-3.758,0.968,1
30hyDMWxwJDgsQkC6rt7OX,2003,Slang of Ages,Steely Dan,0,0,0.335,0.0856,115.198,0.0505,0.146,0.0253,4,0.901,5,253933,-9.237,0.8,1
30Lz1VRZfM1pQDgStsWYTy,2018,Rewrite The Stars,Zac Efron & Zendaya,70,1,0.177,0.124,118.004,0.0593,0.994,0.951,4,0.698,10,246698,-14.848,0.282,1
30MM5jWpUmOxtTNd9Ey5LZ,2017,Unforgettable,thomas rhett,47,1,0.738,0.0856,130.02,0.0303,0.032,0.000225,4,0.663,7,157080,-5.48,0.825,1
30nsou2xrc0LlKSWR77g6u,2015,moth-like stars - Pt. 7,Max Richter,0,0,0.192,0.109,82.499,0.0502,0.832,0.597,4,0.146,1,101467,-23.51,0.0315,1
30Q0MN8pPGv7ChP8KjOn0y,2008,What Do Ya Think About That,montgomery gentry,57,1,0.798,0.0859,157.135,0.0304,0.0516,2.01E-05,4,0.587,7,218320,-6.122,0.706,1
30sRAEKuzybaAvhjEBmppp,2010,Time > Breathe Reprise >,Greensky Bluegrass,0,0,0.756,0.638,133.379,0.0307,0.142,4.03E-05,4,0.405,6,338240,-6.361,0.606,0
30ssAaj0qfOoaKLPvCPcK4,2007,Hiding My Heart,Brandi Carlile,0,0,0.202,0.376,68.036,0.0361,0.831,0,4,0.566,11,205373,-10.602,0.34,1
30uLviIQ59DMggZOC2VNpo,2002,You Can't Take Me,Bryan Adams,0,0,0.725,0.116,160.169,0.0348,0.153,2.53E-06,4,0.499,4,176493,-7.25,0.37,0
30wEpY339lJXMEP7gDTypY,2015,Hell Of A Night,dustin lynch,55,1,0.797,0.297,85.054,0.0402,0.00472,0,4,0.499,2,190427,-4.845,0.591,1
30WJ8WS55gWltoB4ZPC17U,2012,I Will Never Pass This Way Again,The Duprees,0,0,0.529,0.0531,131.57,0.0392,0.654,0,4,0.335,2,178400,-8.039,0.292,1
30WrzVDY79Vvu0GiiUBuId,2007,Second Lover's Song,Townes Van Zandt,0,0,0.244,0.092,174.068,0.0353,0.828,0,3,0.263,9,136333,-13.457,0.31,0
30ZGbfPsjDNCgL21Qzciuj,2006,Summertime,kenny chesney,34,1,0.933,0.0663,167.976,0.0976,0.201,0,4,0.48,4,206227,-4.874,0.721,1
312gfhS24kguKzq8xEc35R,2013,Bounce It,juicy j,81,1,0.604,0.102,140.054,0.0614,0.00778,0,4,0.786,6,263120,-8.372,0.49,1
312RepYG2KFpwHBKtgDVll,2012,"Synchronicity Freaks - Live in London Nov 10th, 2011",Devin Townsend Project,0,0,0.694,0.262,143.957,0.0329,0.106,0.675,4,0.537,4,130413,-11.72,0.51,0
313y5mBXX9iX3A3PaqlaTx,2008,Auntie's Lock/Infinitum,Flying Lotus,0,0,0.414,0.114,84.98,0.0465,0.934,0.945,4,0.393,2,164627,-17.81,0.0493,0
313yF0VXTCmFFoYEJF7nBQ,2006,Writing On The Walls,Underoath,0,0,0.959,0.356,91.938,0.0874,0.00364,0.000237,4,0.358,2,242413,-3.139,0.171,0
319WGFcwDFpkZZispUwROD,2009,My Undead Mummy and Me,Various Artists,0,0,0.645,0.132,144.903,0.0358,0.231,0,4,0.722,7,65960,-7.286,0.914,1
31CexD5rdL7FYVW1YfxPA7,2011,The Sound Of You And Me,Yellowcard,0,0,0.969,0.471,185.083,0.104,6.79E-05,0.00162,4,0.266,5,276093,-3.846,0.256,1
31EaT6LGzUDcV9o4hiHKzz,2006,"Let The Words Of My Mouth (Psalm 19:14, Phillipians 4:8)",Fernando Ortega,0,0,0.0372,0.12,94.539,0.0354,0.982,0.000608,3,0.3,2,249440,-17.164,0.2,1
31er9IGsfFbwqy1pH4aiTP,2014,I Have Nothing,tessanne chin,51,1,0.401,0.164,152.974,0.0364,0.576,0,3,0.54,0,289160,-10.499,0.24,1
31Euo4DTJpj6Y4u5lVHsHV,2016,Blood of My Blood,Ramin Djawadi,0,0,0.493,0.0789,129.822,0.0366,0.487,0.897,3,0.437,10,215262,-12.69,0.151,0
31f9rGz7b2rjAv7tg10iSp,2006,Here Comes The Sun / The Inner Light,The Beatles,0,0,0.526,0.418,128.697,0.037,0.0573,0.00487,4,0.503,2,258126,-10.485,0.301,1
31gAxJAKHU8meGl9HqpdGY,2009,No Air,glee cast,65,1,0.764,0.152,160.08,0.0578,0.139,0,4,0.472,11,262667,-7.249,0.489,1
31JVjy3XWnh6C2zf4kLCXN,2008,Christmas Must Be Something More,Taylor Swift,0,0,0.793,0.107,122.879,0.0356,0.298,0,4,0.689,7,232147,-4.838,0.506,1
31KzAdN4Kjc8WDCduhDSjP,2005,Al Genina (Leave The Light On),Our Lady Peace,0,0,0.316,0.0904,77.224,0.043,0.916,0.000132,3,0.191,9,133515,-11.678,0.148,0
31LIXek4OCRgKJn4RWg5Yb,2015,Used To,drake,84,1,0.427,0.0818,96.023,0.107,0.0703,0.00033,4,0.926,10,268480,-7.584,0.305,0
31M6kB16yl4F2Y82M7HrWa,2006,Barbarian,Electric Wizard,0,0,0.671,0.127,123.369,0.0445,1.94E-06,0.873,4,0.169,1,389467,-5.965,0.178,1
31mEGD2SbU0bXaVlpHah2I,2005,Can't Imagine Love Without You,Stevie Wonder,0,0,0.557,0.195,131.662,0.0361,0.411,9.03E-06,4,0.553,8,225253,-6.84,0.217,1
31mfhAKOC4q1qSUl8YqiIh,2015,I'd Just Love To Lay You Down,barrett baber,92,1,0.548,0.0945,151.924,0.0292,0.424,1.06E-05,4,0.418,7,194813,-6.438,0.46,1
31mPHN1T9XzQqz9mRnTfZ4,2007,Skating in the Moonshine,Sally Shapiro,0,0,0.621,0.0739,111.987,0.0368,0.147,0.133,4,0.701,2,346133,-8.511,0.759,1
31pEV5lPJi7btskZoUr2yu,2012,I Almost Do,taylor swift,65,1,0.484,0.171,145.977,0.0274,0.0203,0.000147,4,0.566,4,242573,-7.191,0.22,1
31pi9vJJWHZxygk8AoGd0d,2017,Tuesday Afternoon (Forever Afternoon),The Moody Blues,0,0,0.312,0.248,113.563,0.0295,0.102,0.024,4,0.493,0,249004,-13.207,0.319,1
31sZ3jcobQ8tk7NlcYXmsA,2011,Show Her The Way,Terrace Martin,0,0,0.528,0.0884,102.026,0.302,0.14,0,4,0.883,1,276200,-11.095,0.733,1
31tGBY9onGs1D8SXKNC4yB,2013,Crown,jay-z,100,1,0.461,0.411,120.169,0.0477,0.0183,0.0253,4,0.541,4,274053,-9.288,0.0912,1
31UdITPwSCT5LcwbG29G3J,2015,Lost Stars,matt mcandrew,83,1,0.599,0.0667,82.013,0.0271,0.117,0,4,0.495,0,267920,-4.76,0.384,1
31WJTLhOblG50rk9df1fSa,2015,Don't Let It Trouble Your Mind,Rhiannon Giddens,0,0,0.689,0.17,154.463,0.0535,0.0367,0.00321,4,0.481,3,219587,-9.214,0.684,1
31wPF6zccO0cINHfUS7wWb,2010,All I Ever Wanted,kelly clarkson,96,1,0.866,0.227,100.007,0.0443,0.0103,0,4,0.633,11,239107,-3.633,0.696,1
31x4wWBghN7f5PiEZUmcAW,2017,Smooth,florida georgia line,89,1,0.848,0.658,161.049,0.0538,0.214,1.84E-05,4,0.471,6,170200,-5.355,0.332,1
31yiwgMmhHq3rvPQNifYrP,2015,Alien (Hold On to Your Dreams),Gil Scott-Heron,0,0,0.273,0.123,105.217,0.0712,0.975,1.46E-05,4,0.583,4,181000,-13.691,0.633,0
31Z8a8TVSOK5qMtkCfp05m,2000,Lead Me Lord,Gary Valenciano,0,0,0.263,0.138,76.967,0.0299,0.898,0,4,0.498,8,251356,-12.46,0.246,1
31ZmrkzUIg0BOoPdZezNiB,2002,Family Affair,mary j. blige,1,1,0.529,0.0685,92.9,0.0528,0.183,7.17E-05,4,0.925,8,268920,-3.561,0.975,0
322E3pHVE4THhniKjNLTY9,2007,True Friend,hannah montana,99,1,0.78,0.108,98.042,0.0344,0.00197,0.000218,4,0.658,4,189173,-5.072,0.536,1
322YZMhGoiDqtgjMum2Odb,2000,Give Me You,mary j. blige,68,1,0.417,0.307,109.961,0.0462,0.0437,6.67E-05,4,0.653,9,305160,-7.86,0.0424,1
324B66fyk2vci1bYXB4YnL,2015,15 Years,Houndmouth,0,0,0.829,0.354,159.1,0.0875,0.0451,0,4,0.28,0,187467,-6.332,0.483,1
326U611d4ON28PoeT63QnU,2010,Clone Your Lover,Various Artists,0,0,0.921,0.0889,115.007,0.0374,0.00012,0.101,4,0.555,1,228933,-6.858,0.438,1
327Rebvdf0uROuwztDxtgF,2010,All She Wants to Do Is Dance,More Or Les,0,0,0.919,0.605,97.511,0.224,0.426,0,4,0.671,1,209853,-4.38,0.583,1
328vwrjOdWDdsU3Ekod8Kf,2014,Love Don't Die,the fray,60,1,0.821,0.287,115.556,0.0305,0.00408,0,4,0.602,9,183333,-4.059,0.257,1
329ScbF74CwwOrqDLuq4Gx,2010,Man with No Expression (Horses Through a Rainstorm) - 1998 Remaster,The Hollies,0,0,0.596,0.165,127.325,0.0341,0.191,0,4,0.613,7,203507,-8.82,0.846,1
32C5of1pAeU7IeEbGiLWAo,2006,Yee Haw,jake owen,83,1,0.934,0.109,129.123,0.0333,0.0956,0,4,0.672,7,172507,-3.322,0.948,1
32DGGj6KlNuBr6WaqRxpxi,2017,How Long,charlie puth,26,1,0.581,0.0805,110.008,0.0767,0.189,3.61E-06,4,0.849,1,198237,-5.243,0.779,0
32El7QYIhUtcJc7on5r5Ic,2004,You Are My Hiding Place,Selah,0,0,0.187,0.0871,78.924,0.0321,0.814,0,4,0.172,11,261773,-11.546,0.149,0
32FEQOjFJJGdNIdbHBOVoT,2018,You Saw It Coming (A Persona 5 Orchestration),Rush Garcia,0,0,0.503,0.167,141.966,0.0386,0.12,0.819,4,0.511,10,250200,-11.125,0.432,0
32jiGNIrUDUy4JfkV51EYo,2014,Les Cloches: Les cloches,Traditional,0,0,0.204,0.115,128.401,0.0447,0.917,0,4,0.374,4,189933,-14.349,0.338,0
32kmXl5F8I3XDVKNfwwM4J,2001,Imitation Of Life,r.e.m.,83,1,0.743,0.137,124.196,0.0324,0.0156,1.09E-06,4,0.468,7,236627,-3.642,0.478,1
32lItqlMi4LBhb4k0BaSaC,2018,Candy Paint,Post Malone,34,1,0.654,0.071,180.024,0.153,0.627,1.02E-06,4,0.67,4,227533,-5.944,0.438,1
