spotify_id,year,title,artist,peak_pos,popularity,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
0GhuwiwcAuw3zU5QHCmBiP,2016,Hallelujah,lindsey stirling,81,1,0.437,0.0885,89.538,0.0324,0.799,0.0764,3,0.24,2,200000,-7.44,0.0747,1
0Gi17qCJh9e9RJxLaYkm9l,2015,Dark Times,the weeknd,91,1,0.421,0.14,132.986,0.0707,0.106,9.54E-06,3,0.585,7,260640,-9.593,0.24,1
0GI3m160rE6lbRUoFEvKiz,2008,Drivin' Down Brazil,Donna Summer,0,0,0.875,0.145,99.981,0.0511,0.157,0.00113,4,0.688,7,283000,-4.621,0.665,1
0GkrLimxhiGAGb2lhS2arM,2000,One Night Stand,j-shin,34,1,0.56,0.137,125.994,0.18,0.111,0,4,0.811,1,274360,-6.991,0.537,0
0Gl5s8IhMmQE5YQwM8Qx1J,2018,Never Enough,Loren Allred,88,1,0.394,0.0952,86.777,0.0336,0.423,0,3,0.277,8,207787,-8.903,0.227,1
0GLUBbX4daHJkT3RQHEOia,2007,Upgrade U,beyonce,59,1,0.68,0.31,84.547,0.335,0.00182,4.84E-05,4,0.593,7,273053,-5.556,0.483,1
0gLy1JjZc7sUeMhBnHDmlF,2015,Make Me Wanna,thomas rhett,43,1,0.816,0.104,109.014,0.063,0.0403,0,3,0.538,9,226600,-6.352,0.644,1
0gmJJDQtjbdUJlmdIX6WXq,2009,More Than Ever,Rebelution,0,0,0.636,0.0625,144.897,0.0381,0.00963,0.00101,4,0.808,5,221400,-7.471,0.81,0
0GmLj34p65zhtjCkAVYQBZ,2013,I Stand All Amazed,Various Artists,0,0,0.147,0.0937,136.837,0.0331,0.863,1.02E-06,4,0.202,6,308507,-12.579,0.121,1
0gMLWnTbbo9aIh7Mzknn9o,2013,Pancho & Lefty,Jason Isbell,0,0,0.0776,0.103,127.948,0.0344,0.885,1.09E-05,4,0.595,5,293798,-16.716,0.295,1
0gMR1l2yDd8yWBNK7LueIP,2018,Father Forgive Me,Unclenathannn,0,0,0.253,0.155,91.922,0.0365,0.762,0.000177,4,0.465,2,126616,-13.976,0.341,0
0gMWqbVrTf93pLYRMhsnCE,2002,Bootsey Whitelaw,Ike & Tina Turner,0,0,0.425,0.0869,105.438,0.0456,0.0296,0.0161,4,0.669,7,284640,-12.117,0.623,1
0GneFCOVzvi6ok0oRC7Kfu,2009,Start A Band,brad paisley,55,1,0.849,0.0986,122.557,0.0647,0.0782,0.000505,4,0.603,5,324587,-6.527,0.667,1
0GO8y8jQk1PkHzS31d699N,2012,Tongue Tied,grouplove,42,1,0.936,0.161,112.96,0.0439,0.00847,0,4,0.56,3,218013,-5.835,0.371,1
0gPPfRl1qmyEuWQJVD2EW0,2009,Wetter (Calling You Daddy),twista,44,1,0.708,0.163,123.292,0.118,0.184,0,4,0.799,7,245827,-8.847,0.648,1
0GprcPh962hOBopHNuUsLV,2014,We Can Make Love,SoMo,0,0,0.74,0.272,123.998,0.0759,0.242,0,4,0.664,10,269467,-6.478,0.4,0
0GQKP2WgHvBA8Nzb4xZu36,2015,6 God,drake,83,1,0.623,0.125,105.45,0.106,0.0248,0,4,0.859,2,180667,-8.596,0.482,1
0gqLairXmwf8MLIWmPYqhn,2009,When Love Takes Over,david guetta,76,1,0.862,0.169,129.965,0.0253,0.0157,0.000427,4,0.674,11,191000,-4.614,0.5,1
0GR7iJLhj80KD5LkA14ZRn,2015,Digital Dash,drake,62,1,0.542,0.235,140.028,0.13,0.00323,3.3E-06,4,0.893,2,231231,-7.676,0.325,1
0gRczqVHrEQQDyizJUtgRc,2013,Troublemaker,olly murs,25,1,0.856,0.149,106.009,0.0731,0.02,0,4,0.761,0,185200,-3.65,0.967,0
0GRn2W8WrlMdkNwENhZAY5,2000,ProzaKc Blues,King Crimson,0,0,0.65,0.199,111.018,0.0358,0.000877,0.00123,3,0.496,4,328627,-11.546,0.636,0
0gRquinG7Rh5WnZnQ5u1AS,2002,Season Song,Blue States,0,0,0.88,0.201,96.008,0.035,0.0207,0.0286,4,0.574,2,255147,-7.05,0.857,0
0GRvnYqlnh7ttq9NS6s3Ta,2006,Desecration Smile,Red Hot Chili Peppers,0,0,0.799,0.114,91.656,0.0231,0.144,7.55E-05,4,0.574,2,302453,-3.614,0.446,1
0gryhMffETuMJxLcnf2qvg,2018,Susan,Jack Ladder,0,0,0.507,0.148,96.006,0.0299,0.321,0.143,4,0.705,7,340280,-8.025,0.571,0
0gSAbPlRBTOqK0cHFVZYNn,2018,Sign Language,Dylan Gardner,0,0,0.812,0.104,82.005,0.0476,0.0741,0,4,0.652,1,190173,-5.337,0.975,1
0Gt4nGWoATcQFL38a1NRao,2014,West Savannah (feat. SZA),Isaiah Rashad,0,0,0.906,0.504,125.103,0.161,0.13,0.0681,4,0.652,9,167277,-4.032,0.559,1
0Gta6gzv6z2lMKwlnZj3R2,2004,Rubber Band Man,t.i.,30,1,0.768,0.482,152.45,0.386,0.141,0,4,0.601,8,347507,-5.712,0.634,1
0gTEBEvVYhVAbq0M7ZuWhe,2009,All Summer Long,the rock heroes,29,1,0.885,0.0634,102.992,0.0336,0.00825,0,4,0.606,7,296347,-4.377,0.855,1
0GtFgR54C5c6JMR998K6NT,2009,Defying Gravity,glee cast,31,1,0.545,0.112,152.525,0.0318,0.476,0,4,0.385,1,141667,-6,0.546,1
0GtynzvStMyHQ71yWrH4ew,2005,Precious,depeche mode,71,1,0.826,0.101,104.993,0.0264,0.117,0.0578,4,0.566,1,248280,-6.627,0.858,1
0gUGjvCXLxvLoBLXJVrUSl,2017,Hook Up,Quality Control,0,0,0.439,0.11,125.046,0.129,0.0682,0,4,0.882,4,207390,-8.663,0.467,0
0gulcKLqxL9snU2S31Lucp,2012,If Only You Knew,SWV,0,0,0.529,0.13,129.852,0.0341,0.645,2.32E-05,4,0.537,4,310573,-5.42,0.238,1
0GUQqVEGcLnJATRVw40aSx,2010,Put That Thang On U,AFFLUENT MIXTAPE SERIES,0,0,0.561,0.099,90.043,0.0318,0.0599,2.61E-06,4,0.605,0,243801,-6.18,0.225,0
0GwjqFLTNAtzSGwFdVIzIq,2013,Whistle (Can You Blow My Whistle Baby),Cruise Control,0,0,0.784,0.344,103.973,0.037,0.0275,0,4,0.806,0,224998,-4.702,0.699,1
0GwVNKyG6DSL8gc72S4HGo,2010,I Give You My Heart,Various Artists,0,0,0.501,0.233,141.562,0.0278,0.579,3.8E-06,4,0.372,7,316388,-5.275,0.121,1
0GX5oOKtU0nnx5OkhenW2i,2009,Closer,ne-yo,7,1,0.755,0.183,126.023,0.076,0.0352,2.22E-05,4,0.72,4,234360,-6.403,0.562,0
0gY2iq0xJPRoIB1PScKSw4,2011,Honey Bee,blake shelton,13,1,0.849,0.121,205.57,0.0385,0.00167,1.49E-06,4,0.481,4,210720,-5.131,0.723,1
0GYJVaCDz4kHOXCoI4Xgcv,2008,I Trust You,James Fortune,0,0,0.683,0.0914,74.089,0.0553,0.239,0,4,0.513,2,343200,-4.005,0.234,1
0GZoB8h0kqXn7XFm4Sj06k,2015,Yellow Flicker Beat,lorde,34,1,0.626,0.113,94.965,0.0356,0.0874,0.00038,4,0.586,1,232507,-8.448,0.0519,1
0gzpfUezy3wdktjC2SD1FY,2009,G4L,Rihanna,0,0,0.721,0.382,137.783,0.0448,0.071,0,4,0.36,7,239800,-4.542,0.216,0
0H1OyEooZ5SzBYYdJEzxoy,2010,If I Had You,adam lambert,30,1,0.908,0.374,131.147,0.108,0.0113,0,4,0.648,4,228240,-4.251,0.793,0
0H2BuFu2MuJfnF1yHKjBcp,2015,Runnin' (Lose It All),naughty boy,90,1,0.851,0.407,139.42,0.077,0.00844,6.93E-05,4,0.318,6,213019,-6.047,0.082,1
0H2jfzzREOr9MF95HB7ry6,2000,Love Is Blind,eve,34,1,0.809,0.18,176.228,0.32,0.28,0,4,0.671,0,260307,-4.824,0.579,1
0h31TZMlv0ZLc5yppKngwk,2018,Memories Are Made Of,Luke Combs,0,0,0.718,0.287,121.078,0.0322,0.0159,1.61E-06,4,0.694,2,216667,-6.188,0.364,1
0h3DPHckCUqcWswjVMvdE9,2012,The Only Way I Know (with Luke Bryan and Eric Church),Jason Aldean,0,0,0.798,0.184,183.303,0.0498,0.227,6.51E-06,4,0.511,7,193187,-4.314,0.607,1
0H6fDB7YaMZe1rXCmATx9l,2011,Can't Be Friends,trey songz,43,1,0.588,0.171,171.849,0.2,0.0643,0,4,0.451,11,220373,-7.973,0.332,0
0h6sfKXFb641F2E13rY4f2,2011,President Carter,lil wayne,94,1,0.616,0.12,79.939,0.155,0.68,0.00682,4,0.69,2,255373,-7.446,0.519,0
0h87GbMRuU8ENP8LmdeA22,2009,At Last,beyonce,67,1,0.26,0.175,172.655,0.0329,0.666,0.00447,3,0.26,5,180707,-10.669,0.318,1
0H8ukN2MIW2iNvqJP1kb4O,2001,Everything Is Free,Gillian Welch,0,0,0.143,0.0792,101.651,0.042,0.94,7.65E-05,4,0.686,0,288000,-14.701,0.351,1
0h9mUYPhZd2aQK2JmrHPD2,2001,So In Love With Two,mikaila,25,1,0.786,0.0569,120.005,0.0358,0.269,1.21E-06,4,0.772,2,206933,-4.596,0.824,0
0hbyju0mQukYPv0QviuG16,2012,Good Good Night,roscoe dash,91,1,0.961,0.337,160.153,0.299,0.126,1.14E-06,4,0.656,10,205427,-3.792,0.854,0
0He2wKPchiHSnBs3tOophz,2012,Crucified With Christ,"Phillips, Craig & Dean",0,0,0.503,0.15,139.972,0.0272,0.279,0,4,0.438,11,318453,-5.805,0.149,1
0HEmnAUT8PHznIAAmVXqFJ,2017,Faith,george michael,1,1,0.48,0.0662,95.846,0.117,0.0094,3.58E-05,4,0.887,11,193200,-11.994,0.607,1
0HFrCOmhCYXlv4NdEwRAuj,2013,U.O.E.N.O.,rocko,20,1,0.641,0.317,187.027,0.323,0.422,0,3,0.422,10,260276,-4.947,0.654,0
0HFx7PLqzGxSfN59j3UHmR,2015,Want To Want Me,jason derulo,5,1,0.68,0.109,114.025,0.0629,0.00906,0,4,0.775,0,207719,-5.508,0.656,0
0HfXfrl5uPDoH01m72hjIj,2008,What You See Is What You Don't Get,Rick Astley,0,0,0.833,0.299,127.986,0.0289,0.0993,5.18E-05,4,0.751,10,204360,-7.086,0.928,0
0hHLFYQOVwKhpnO7oSXcFz,2002,That's Just Jessie,kevin denney,76,1,0.681,0.393,171.981,0.0371,0.173,0,4,0.488,5,232267,-6.025,0.401,1
0HicNcPLKNp2YTnGRjj2te,2011,Mama's Song,carrie underwood,56,1,0.659,0.096,79.987,0.0357,0.442,0,4,0.341,2,240240,-5.419,0.269,1
0HIDPlvYWcAUXuI2JRfvE8,2002,I Can't Feel You Anymore,Loretta Lynn,0,0,0.389,0.135,94.721,0.0264,0.677,9.28E-05,4,0.463,3,195507,-11.952,0.474,1
0HIK9qfRMRIFCE5SJUWvth,2014,Let's Go to the Motherfucking Movies,Mike Doughty,0,0,0.687,0.0975,99.997,0.0413,0.0102,0.0191,4,0.772,0,199107,-4.205,0.689,0
0hIMeCLuT08fTyuuWi6AMS,2013,Will I Come,King Krule,0,0,0.465,0.169,100.445,0.114,0.677,0.0546,4,0.65,2,114987,-10.523,0.155,0
0HjC5b4M4feRY9YMnjjaBt,2009,Before You Hate It,Gary Numan,0,0,0.392,0.102,89.982,0.0254,0.49,0.574,4,0.604,7,349520,-11.303,0.238,1
0hJPZ0v8QxRwGIKiMGKE1G,2002,Take A Message,remy shand,89,1,0.62,0.12,79.885,0.0593,0.326,1.87E-06,4,0.489,10,243867,-6.696,0.592,1
0HJYzGavqzjiKMmm4F0UZv,2003,Luv U Better,ll cool j,4,1,0.812,0.299,95.014,0.254,0.218,0,4,0.646,6,287000,-3.932,0.694,1
0hkRONsyMGzkhJGc56L5v0,2009,Shining Down,lupe fiasco,93,1,0.914,0.265,144.887,0.0826,0.00667,0,4,0.371,0,274107,-3.413,0.646,1
0HLWvLKQWpFdPhgk6ym58n,2009,Who Says,john mayer,17,1,0.509,0.36,90.457,0.0287,0.267,0.00252,4,0.584,2,175480,-13.109,0.367,1
0hN7IqIMqkLhbk22A43p80,2002,I'll Be Your Baby Tonight,Norah Jones,0,0,0.378,0.118,103.664,0.0245,0.531,0.00874,4,0.453,5,200040,-8.357,0.318,1
0HnaqUxvHP5LaWdmWwJpiS,2013,Love Somebody,maroon 5,10,1,0.764,0.117,120.009,0.0373,0.142,0,4,0.675,1,229813,-6.243,0.474,1
0hnHoQbEQOL4YUZ4SO6xbe,2011,Calling All The Monsters,china anne mcclain,86,1,0.826,0.487,141.974,0.0976,0.00272,0,4,0.56,6,206676,-5.866,0.492,0
0hPuF2Z5fZjnuwYPvIdPC1,2014,Really Don't Care,demi lovato,26,1,0.733,0.119,121.008,0.0852,0.111,0,4,0.703,7,201600,-3.598,0.82,1
0HrqsoDoQiDMt86U25jPGF,2002,Lord Byron's Luggage,Warren Zevon,0,0,0.653,0.145,100.021,0.0281,0.421,0.198,4,0.582,2,275533,-8.127,0.715,1
0hRtYsNhs3BhMuPGwUEilE,2003,Destiny Unbound,Phish,0,0,0.872,0.901,90.186,0.0592,0.187,0.00066,4,0.468,4,440973,-7.48,0.41,1
0HSLQNyOkBZupUBurCHZdC,2012,Stache,Zedd,0,0,0.921,0.315,127.976,0.12,0.00122,0.564,4,0.572,7,244573,-4.219,0.371,0
0HtOJj7Kl74s1Ngf3MWeif,2017,She's Mine Pt.1,j. cole,22,1,0.202,0.245,139.574,0.0702,0.776,0.0976,4,0.435,2,209080,-15.097,0.0429,1
0hu64sr1dgaFMEk3VbSWpM,2016,Upper Hand,Rebelution,0,0,0.785,0.0955,100.003,0.0305,0.00025,1.13E-05,4,0.736,9,191516,-4.145,0.247,0
0hUepWE4GoMwtKgU8vE617,2016,G.O.A.T.,Eric Bellinger,0,0,0.636,0.138,135.014,0.201,0.0232,0,4,0.467,7,184905,-6.96,0.419,1
0hUZgmSn4b0cviQjl2tqAN,2008,Gospel Plow,Chance McCoy & The Appalachian String Band,0,0,0.325,0.169,104.003,0.0296,0.947,0.482,4,0.704,7,277627,-15.14,0.731,0
0hv6ku4431kPrjbpBBspw3,2014,Animals,martin garrix,21,1,0.868,0.374,128.007,0.0392,0.00107,0.715,4,0.675,1,304229,-6.36,0.0376,1
0HVba4HUwHnGlkHNitXMEL,2015,Bad For You,meek mill,78,1,0.571,0.103,145.021,0.222,0.378,0,4,0.68,8,203573,-7.054,0.0911,1
0Hvbnz7IZbiaWg0UHucOIS,2007,Shadows And Regrets,Yellowcard,0,0,0.819,0.105,108.497,0.035,0.0103,0,4,0.474,5,239480,-4.144,0.326,1
0HVqEFXYOkJy1ueSVObnEn,2002,Fade,staind,62,1,0.837,0.123,116.439,0.0406,0.00189,0.0604,4,0.471,1,242667,-3.589,0.253,1
0HxIzAPhbR9aAc5azPc6EB,2008,Won't Go Home Without You,maroon 5,48,1,0.613,0.0842,110.027,0.0307,0.0183,0,4,0.721,3,231333,-3.714,0.5,1
0hy1SOTEn9ifXTzOwnCwEr,2015,All Eyes On You,meek mill,21,1,0.658,0.118,77.521,0.203,0.0242,0,4,0.589,11,223973,-5.288,0.251,0
0HZhYMZOcUzZKSFwPOti6m,2011,Jar Of Hearts,christina perri,17,1,0.348,0.12,74.541,0.0316,0.726,0,4,0.349,3,246587,-6.142,0.0886,1
0HZlND4giwzgolBpaNIRGV,2000,Aquarius / Let the Sunshine In (The Flesh Failures) [Remastered],The 5th Dimension,0,0,0.74,0.0998,118.23,0.0399,0.446,0.00151,4,0.293,7,289293,-6.098,0.516,1
0HZmnFXLi6uKpk9JQp1kZh,2002,Where Would You Be,martina mcbride,45,1,0.764,0.057,128.068,0.0357,0.0108,0,4,0.491,8,273520,-4.471,0.362,1
0i08LLgnQSCIVAXdKztzZ8,2010,Lift Me Up,The Afters,0,0,0.84,0.207,84.008,0.0317,0.0336,0,4,0.461,0,212467,-4.059,0.443,1
0i0EezZjtGz0gsd8zBP7vR,2000,Let's Make Love,faith hill,54,1,0.459,0.111,147.063,0.0274,0.342,0,4,0.362,0,252893,-8.62,0.158,1
0I1AvOpuD75uLQRpjgqvfp,2007,Swimming In Miami,Owl City,0,0,0.726,0.0584,134.977,0.0254,0.0391,2.44E-05,4,0.623,9,295640,-7.587,0.76,1
0i1GKze8l7ibuw0MaMXy6c,2014,Proceed with Caution,Skindred,0,0,0.987,0.352,106.053,0.0938,0.00613,0.00731,4,0.588,1,198948,-2.628,0.704,1
0i1MYEhY389gOGq7G4QCot,2007,"Sorry, Blame It On Me",akon,7,1,0.655,0.0784,176.087,0.294,0.276,5.17E-05,4,0.705,7,295733,-7.397,0.511,1
0I2wTAKP7hZslTotnqpLAb,2008,Praying For Time,carrie underwood,27,1,0.299,0.134,59.529,0.0388,0.793,1.29E-06,4,0.399,4,212713,-7.679,0.25,1
0I3q5fE6wg7LIfHGngUTnV,2001,Ms. Jackson,outkast,1,1,0.805,0.0771,94.946,0.269,0.142,0,4,0.843,4,270507,-5.946,0.615,0
0i3XYGG0zbHDjnuxO3Sads,2005,La La,ashlee simpson,86,1,0.905,0.0882,129.991,0.0919,9.22E-05,0.204,4,0.529,11,222400,-3.667,0.512,0
0I46zGztnskJJh2W4FyFwV,2004,Gotta Have A Reason,Bon Jovi,0,0,0.33,0.0942,152.29,0.0324,0.723,0,4,0.484,0,297800,-7.881,0.306,1
0I4BkxYx0MjdsAIGOU9xs8,2006,Kick Push,lupe fiasco,78,1,0.809,0.175,94.786,0.17,0.164,0,4,0.652,5,254466,-5.276,0.512,1
0i5el041vd6nxrGEU8QRxy,2013,Cruise,florida georgia line,4,1,0.945,0.0575,148.012,0.0354,0.0189,0,4,0.464,10,208960,-3.342,0.877,1
0iaqHNP9OioKgjaRT3SXzS,2001,Darker With the Day - 2011 Remastered Version,Nick Cave & The Bad Seeds,0,0,0.241,0.0975,116.35,0.0491,0.82,8.96E-05,4,0.516,0,365707,-13.284,0.216,1
0iAZ7TxY0zdoiSPESgpq6z,2008,No One,alicia keys,1,1,0.548,0.119,90.024,0.0312,0.0272,1.54E-05,4,0.639,1,253653,-5.979,0.152,0
0IbrXdAcOPb7BCQqK9NqBh,2016,Burning Ground,Brandon Jenner,0,0,0.39,0.158,97.822,0.0256,0.807,0.00673,4,0.541,7,235302,-10.913,0.149,1
0ICuq5hzkW5rheJZxnjFnS,2005,If You Were Mine,marcos hernandez,78,1,0.49,0.116,80.11,0.0378,0.253,0,4,0.609,9,209499,-10.768,0.399,1
0ICz6zbWzkiAtGquIErfz8,2016,Nobody To Blame,chris stapleton,68,1,0.682,0.0974,87.293,0.034,0.0139,0.0611,4,0.534,9,244147,-9.447,0.591,1
0idM8NsQeEbJHEuhXCe3jF,2008,Cleaning This Gun (Come On In Boy),rodney atkins,40,1,0.798,0.104,145.995,0.0494,0.0612,0,4,0.514,2,226813,-3.669,0.677,1
0IdRUonJgZxBF41wKEyQai,2006,Enough Cryin,mary j. blige,32,1,0.58,0.0402,130.691,0.501,0.162,0.000155,5,0.628,2,260893,-6.579,0.618,1
0IEHa6zoxOfQx7jDpcYQ1l,2002,Truth No. 2,Dixie Chicks,0,0,0.625,0.16,179.832,0.0292,0.313,7.02E-06,4,0.499,0,268801,-5.927,0.594,1
0IF7XHfvCoEkabkVvaLvv4,2002,Stuck Inside A Cloud,George Harrison,0,0,0.68,0.329,97.216,0.0231,0.0984,0.00116,4,0.626,0,244827,-6.834,0.456,1
0iFdwK5Mx8RQDV4kONsUIl,2002,African Moon,Jonathan Butler,0,0,0.504,0.0641,170.499,0.0524,0.434,0.748,4,0.629,11,253200,-10.424,0.477,0
0iFOG4Ki9aDmJUYUFHQlPG,2003,Frontin' (feat. Jay-Z) - Club Mix,The Neptunes,0,0,0.404,0.0801,102.009,0.13,0.453,1.57E-06,4,0.894,9,236507,-5.913,0.759,0
0ifooM33X1iBxVYyOkSbXW,2016,A Lonely Night,the weeknd,69,1,0.65,0.089,113.993,0.0837,0.0466,7.27E-06,4,0.853,7,220173,-7.03,0.85,0
0IGwMxQ279I1BxDdfgtR4P,2006,How Can I Go On,Freddie Mercury,0,0,0.477,0.327,82.203,0.0289,0.451,4.2E-05,4,0.371,7,230320,-10.293,0.285,1
0iiFTP3NXK0FtdBsdCMG9x,2007,Dead End Road,Alkaline Trio,0,0,0.97,0.133,130.004,0.124,3.23E-05,8.73E-06,4,0.425,7,188160,-4.815,0.693,1
0iIReFSw0XoZ61SDy5uaqU,2016,Different For Girls,dierks bentley,42,1,0.772,0.0721,92.007,0.0358,0.395,0.000443,4,0.659,4,180360,-5.594,0.381,1
0iJaXTYCOYYhMiaz7MGxdm,2015,In Times When My Head - 2015 Remaster,Carly Simon,0,0,0.371,0.136,94.229,0.0247,0.292,0,4,0.507,0,210320,-10.758,0.327,1
0IjEAU9kDnl2cUzAqyMRSw,2018,Carter Candlestick (07.28.2018) [Set 2] [Live],Twiddle,0,0,0.523,0.184,101.595,0.04,0.549,0.941,4,0.378,9,479400,-15.976,0.846,1
0iKcecJLJMijQ7bWfkL8B0,2007,Saints & Angels,Sara Evans,0,0,0.745,0.0878,170.127,0.0464,0.01,3.76E-05,4,0.462,7,263840,-4.879,0.385,1
0IKK48xF4eEdfofyaeKWWO,2016,Pillowtalk,zayn,1,1,0.702,0.089,124.909,0.0496,0.104,0,4,0.588,11,203686,-4.271,0.429,1
0IktbUcnAGrvD03AWnz3Q8,2009,Lucky,jason mraz,48,1,0.417,0.135,130.032,0.0354,0.296,0,4,0.623,0,191360,-8.699,0.721,1
0iL95j4FIdF2bbR2WCZoYX,2000,Madraykin,Queen Adreena,0,0,0.377,0.128,156.308,0.0485,0.619,0.326,3,0.484,0,239773,-12.263,0.18,1
0ileL1L3Vtpf5VZ5RQZ94m,2018,Found/Tonight,Lin-Manuel Miranda & Ben Platt,49,1,0.307,0.0968,80.964,0.0402,0.801,0,4,0.349,10,179242,-7.197,0.447,1
0IM0MYcHMH7PhjqeaCbHzP,2014,You're Mine (Eternal),mariah carey,88,1,0.57,0.282,149.009,0.0551,0.309,0,4,0.622,2,222760,-6.9,0.493,1
0InBZdMilLKmHpx9pAovza,2005,Apple of Your Daddy's Eye,Peter Cetera,0,0,0.752,0.0908,95.237,0.0303,0.00371,0.0147,4,0.656,7,244947,-5.197,0.575,1
0IneDe6NkMtTOb5q2SPXfq,2010,Ooh Baby,mario,95,1,0.593,0.263,75.025,0.0363,0.00611,2.17E-05,4,0.622,8,220400,-6.779,0.374,0
0INUE1K7cEiE8VH63Rv5RJ,2005,Happy?,mudvayne,89,1,0.971,0.275,100.078,0.0965,0.000823,2.11E-05,4,0.546,5,216427,-2.661,0.383,0
0io6VQqmCT8Yz1faAqBUFh,2000,Callin' Me,lil' zane,21,1,0.675,0.0978,106.956,0.0706,0.00814,0,4,0.782,8,257307,-5.096,0.663,0
0IOFbRuU9O7BsRMVBT6Rbo,2016,Ophelia,the lumineers,66,1,0.576,0.0902,76.026,0.0286,0.63,0.000198,4,0.664,5,160097,-6.429,0.621,1
0ipcmHor30Y8p6hCd8QUVq,2017,Kill A Word,eric church,71,1,0.73,0.0894,85.015,0.0378,0.0165,1.4E-06,4,0.653,2,199213,-8.018,0.615,1
0IpJnRaW6HylU6q0SjwDgl,2008,Shawty Get Loose,lil mama,10,1,0.676,0.0824,115.047,0.238,0.073,0,4,0.889,1,212547,-5.205,0.617,1
0IqK3g5LKARPY6bKhAx02Z,2016,Calling My Children Home,Dolly Parton,0,0,0.0683,0.11,104.578,0.0381,0.951,0,3,0.438,2,190853,-10.979,0.345,1
0ir0a6zqJgNV9nqtFlfx3z,2015,A Few Peaceful Days,Crooks UK,0,0,0.958,0.342,111.936,0.169,0.000321,2.13E-05,4,0.52,0,237592,-3.482,0.288,0
0IRADvWugRXJPNWOvEwId1,2008,If We Can't Be The Same Old Sweethearts,The Innsiders,0,0,0.0673,0.138,172.315,0.0385,0.896,0,3,0.149,5,142467,-14.202,0.0397,1
0ITpSCNjLUPmDvUYJG2tG6,2001,Rose Bouquet,phil vassar,78,1,0.445,0.16,70.084,0.0241,0.608,3.69E-05,4,0.488,5,233507,-8.123,0.246,1
0iTR57bhc1jm1tf9j5XDhh,2006,Mountains,lonestar,77,1,0.767,0.0564,162.063,0.0481,0.196,0,4,0.458,3,234400,-4.3,0.347,1
0iufOeur7VOffzvM1U35QN,2006,Don't Wait,dashboard confessional,80,1,0.816,0.36,154.064,0.0361,0.000437,0.000662,4,0.417,3,245000,-3.956,0.194,1
0IvTGWbNnCiUi9IOF7ye3F,2000,I Like It,sammie,24,1,0.656,0.0272,129.963,0.0617,0.0101,0.000113,4,0.826,9,251040,-8.529,0.852,1
0ixhJbzPstsHeUpk4dDP9C,2007,I Start Counting (Demo),Various Artists,0,0,0.223,0.286,176.425,0.0312,0.904,0.0171,4,0.23,4,220907,-18.471,0.252,0
0ixogrxESu6uDoHHTmKRTM,2016,Dreamboat Annie - Live,Heart,0,0,0.711,0.749,113.06,0.0369,0.298,0.00684,4,0.279,0,200280,-7.896,0.234,1
0iXXKoihooHII2wB7CPb5I,2003,24's,t.i.,78,1,0.725,0.0991,162.06,0.203,0.227,0,4,0.739,6,282907,-4.301,0.582,1
0IYAmsbx7yYah1AtBl3JVm,2007,Way To Say I Love You,Jagged Edge,0,0,0.434,0.235,174.019,0.0554,0.831,1.11E-05,4,0.633,8,176800,-6.579,0.785,0
0iYebKFUSfF72fUu2OW6ZT,2012,Super Bass,nicki minaj,3,1,0.866,0.585,127.01,0.185,0.282,3.87E-06,4,0.727,11,200013,-4.288,0.653,1
0iyU4X7dnp2HjTMGuYBrzU,2011,Love Comes Tumbling Down,Matt Nathanson,0,0,0.576,0.151,111.975,0.0292,0.0513,6.38E-05,4,0.707,8,280080,-6.76,0.497,1
0IZRLxomNJV9mb13uVJ2Lj,2018,Lost The Game,Two Feet,0,0,0.651,0.25,179.662,0.0933,0.391,0,3,0.343,7,171493,-6.378,0.521,1
0J20rDsNP37aJDlPa613FB,2014,I Can Do Bad All By Myself,Malted Milk,0,0,0.55,0.162,143.877,0.0391,0.45,0,4,0.614,7,264787,-4.853,0.336,0
0j2r2jGG0IJVdUboypMFYO,2013,When I See This Bar,kenny chesney,84,1,0.719,0.16,111.067,0.0249,0.0265,2.52E-05,4,0.711,7,361173,-7.345,0.541,1
0j35X8cTq543QDYLOyqB8W,2015,Only One,kanye west,35,1,0.246,0.111,102.208,0.0409,0.939,0,4,0.723,0,280227,-6.026,0.127,1
0J47B7bsCr9zLZzIWryVSM,2000,Pharmacist's Daughter,NOFX,0,0,0.98,0.159,111.443,0.0538,5.09E-05,0.252,4,0.307,7,118507,-4.993,0.466,1
0j4giTw6pwgbFEHwMm4VWe,2016,Zero,chris brown,80,1,0.792,0.0703,122.003,0.0706,0.0645,0,4,0.726,1,213876,-4.64,0.847,0
0j4O0fOR2ywWdS5WM1Y2wq,2017,Handsome Molly,Rising Appalachia,0,0,0.153,0.243,127.577,0.0596,0.943,0,3,0.569,1,194505,-10.539,0.343,1
0J4wgwQfsSV52FLlG6KFj7,2010,MEN & WOMEN,Bo Burnham,0,0,0.504,0.73,94.435,0.237,0.755,0,4,0.555,2,187160,-7.872,0.755,1
0j5E1yom7T47wgH0LynPq9,2004,Just For You,lionel richie,92,1,0.601,0.0955,115.035,0.0304,0.12,1.76E-06,4,0.653,11,250467,-8.324,0.59,0
0J6mQxEZnlRt9ymzFntA6z,2013,Livin' On A Prayer,bon jovi,25,1,0.887,0.325,122.494,0.0345,0.0768,9.93E-05,4,0.534,0,249293,-3.777,0.72,1
